Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
21/07/01,Rudar Velenje,Maribor,1,2,A
22/07/01,Primorje,Mura,2,0,H
22/07/01,Relax Korotan,Gorica,3,1,H
22/07/01,Domžale,Olimpija Ljubljana,1,2,A
22/07/01,Koper,Šmartno,3,1,H
25/07/01,Celje,Triglav Kranj,2,2,D
27/07/01,Olimpija Ljubljana,Primorje,1,3,A
28/07/01,Maribor,Šmartno,1,2,A
28/07/01,Rudar Velenje,Domžale,2,1,H
29/07/01,Gorica,Celje,1,3,A
29/07/01,Mura,Relax Korotan,0,0,D
29/07/01,Triglav Kranj,Koper,0,2,A
04/08/01,Koper,Gorica,2,0,H
05/08/01,Relax Korotan,Olimpija Ljubljana,1,1,D
05/08/01,Primorje,Rudar Velenje,6,0,H
05/08/01,Šmartno,Triglav Kranj,0,1,A
05/08/01,Celje,Mura,2,0,H
05/08/01,Domžale,Maribor,0,2,A
11/08/01,Maribor,Triglav Kranj,6,2,H
11/08/01,Rudar Velenje,Relax Korotan,0,0,D
12/08/01,Mura,Koper,1,0,H
12/08/01,Olimpija Ljubljana,Celje,1,0,H
12/08/01,Domžale,Primorje,0,0,D
14/08/01,Gorica,Šmartno,0,0,D
18/08/01,Koper,Olimpija Ljubljana,1,0,H
19/08/01,Relax Korotan,Domžale,0,1,A
19/08/01,Primorje,Maribor,1,2,A
19/08/01,Celje,Rudar Velenje,3,2,H
19/08/01,Šmartno,Mura,3,2,H
19/08/01,Triglav Kranj,Gorica,2,0,H
25/08/01,Rudar Velenje,Koper,3,2,H
26/08/01,Primorje,Relax Korotan,2,0,H
26/08/01,Mura,Triglav Kranj,2,0,H
26/08/01,Domžale,Celje,1,1,D
26/08/01,Maribor,Gorica,1,1,D
27/08/01,Olimpija Ljubljana,Šmartno,1,1,D
07/09/01,Gorica,Mura,0,0,D
08/09/01,Koper,Domžale,4,0,H
09/09/01,Celje,Primorje,1,3,A
09/09/01,Triglav Kranj,Olimpija Ljubljana,0,1,A
09/09/01,Šmartno,Rudar Velenje,1,1,D
09/09/01,Relax Korotan,Maribor,0,2,A
15/09/01,Maribor,Mura,0,1,A
15/09/01,Rudar Velenje,Triglav Kranj,3,1,H
16/09/01,Relax Korotan,Celje,2,0,H
16/09/01,Domžale,Šmartno,1,5,A
16/09/01,Olimpija Ljubljana,Gorica,2,1,H
26/09/01,Primorje,Koper,2,1,H
22/09/01,Koper,Relax Korotan,2,0,H
23/09/01,Gorica,Rudar Velenje,0,2,A
23/09/01,Mura,Olimpija Ljubljana,2,2,D
23/09/01,Celje,Maribor,0,1,A
23/09/01,Šmartno,Primorje,0,1,A
23/09/01,Triglav Kranj,Domžale,1,1,D
29/09/01,Rudar Velenje,Mura,0,0,D
30/09/01,Primorje,Triglav Kranj,1,0,H
30/09/01,Maribor,Olimpija Ljubljana,3,2,H
30/09/01,Celje,Koper,0,0,D
30/09/01,Relax Korotan,Šmartno,1,2,A
30/09/01,Domžale,Gorica,1,2,A
13/10/01,Olimpija Ljubljana,Rudar Velenje,1,0,H
14/10/01,Triglav Kranj,Relax Korotan,2,0,H
14/10/01,Šmartno,Celje,1,1,D
14/10/01,Gorica,Primorje,0,0,D
14/10/01,Koper,Maribor,3,0,H
14/10/01,Mura,Domžale,3,1,H
17/10/01,Mura,Primorje,1,0,H
17/10/01,Gorica,Relax Korotan,1,0,H
17/10/01,Šmartno,Koper,1,1,D
17/10/01,Triglav Kranj,Celje,0,4,A
17/10/01,Olimpija Ljubljana,Domžale,2,0,H
17/10/01,Maribor,Rudar Velenje,2,1,H
21/10/01,Primorje,Olimpija Ljubljana,3,0,H
21/10/01,Šmartno,Maribor,0,0,D
21/10/01,Celje,Gorica,1,0,H
21/10/01,Koper,Triglav Kranj,1,1,D
21/10/01,Relax Korotan,Mura,0,3,A
21/10/01,Domžale,Rudar Velenje,2,2,D
27/10/01,Rudar Velenje,Primorje,3,0,H
28/10/01,Olimpija Ljubljana,Relax Korotan,1,1,D
28/10/01,Mura,Celje,1,0,H
28/10/01,Gorica,Koper,1,1,D
28/10/01,Triglav Kranj,Šmartno,1,2,A
28/10/01,Maribor,Domžale,1,1,D
03/11/01,Koper,Mura,4,1,H
04/11/01,Primorje,Domžale,6,0,H
04/11/01,Celje,Olimpija Ljubljana,2,0,H
04/11/01,Šmartno,Gorica,0,0,D
04/11/01,Relax Korotan,Rudar Velenje,1,2,A
04/11/01,Triglav Kranj,Maribor,1,1,D
11/11/01,Domžale,Relax Korotan,1,4,A
11/11/01,Mura,Šmartno,0,3,A
11/11/01,Gorica,Triglav Kranj,4,3,H
21/11/01,Rudar Velenje,Celje,3,4,A
21/11/01,Olimpija Ljubljana,Koper,0,0,D
21/11/01,Maribor,Primorje,1,1,D
17/11/01,Koper,Rudar Velenje,2,2,D
18/11/01,Gorica,Maribor,1,0,H
18/11/01,Šmartno,Olimpija Ljubljana,1,2,A
18/11/01,Celje,Domžale,3,3,D
18/11/01,Relax Korotan,Primorje,1,2,A
18/11/01,Triglav Kranj,Mura,3,1,H
25/11/01,Primorje,Celje,1,0,H
25/11/01,Mura,Gorica,0,2,A
25/11/01,Olimpija Ljubljana,Triglav Kranj,4,0,H
25/11/01,Domžale,Koper,1,2,A
25/11/01,Rudar Velenje,Šmartno,1,1,D
25/11/01,Maribor,Relax Korotan,6,1,H
01/12/01,Gorica,Olimpija Ljubljana,1,3,A
01/12/01,Koper,Primorje,1,0,H
01/12/01,Mura,Maribor,1,0,H
01/12/01,Celje,Relax Korotan,2,0,H
01/12/01,Šmartno,Domžale,6,1,H
01/12/01,Triglav Kranj,Rudar Velenje,0,3,A
08/12/01,Primorje,Šmartno,1,1,D
08/12/01,Olimpija Ljubljana,Mura,1,0,H
08/12/01,Relax Korotan,Koper,1,0,H
08/12/01,Maribor,Celje,2,0,H
08/12/01,Domžale,Triglav Kranj,1,0,H
08/12/01,Rudar Velenje,Gorica,0,2,A
23/02/02,Koper,Celje,1,0,H
24/02/02,Gorica,Domžale,0,0,D
24/02/02,Mura,Rudar Velenje,0,0,D
24/02/02,Olimpija Ljubljana,Maribor,0,1,A
24/02/02,Šmartno,Relax Korotan,0,1,A
24/02/02,Triglav Kranj,Primorje,2,0,H
02/03/02,Rudar Velenje,Olimpija Ljubljana,2,0,H
02/03/02,Maribor,Koper,1,0,H
03/03/02,Primorje,Gorica,0,2,A
03/03/02,Celje,Šmartno,3,4,A
03/03/02,Relax Korotan,Triglav Kranj,1,0,H
03/03/02,Domžale,Mura,1,2,A
09/03/02,Koper,Gorica,0,0,D
09/03/02,Maribor,Rudar Velenje,0,0,D
10/03/02,Primorje,Celje,1,2,A
10/03/02,Mura,Domžale,2,0,H
10/03/02,Olimpija Ljubljana,Relax Korotan,2,0,H
10/03/02,Šmartno,Triglav Kranj,2,0,H
16/03/02,Gorica,Primorje,3,1,H
17/03/02,Celje,Maribor,1,2,A
17/03/02,Triglav Kranj,Olimpija Ljubljana,0,1,A
17/03/02,Mura,Rudar Velenje,1,0,H
17/03/02,Relax Korotan,Koper,1,1,D
17/03/02,Domžale,Šmartno,1,0,H
23/03/02,Koper,Triglav Kranj,1,0,H
23/03/02,Maribor,Gorica,7,0,H
23/03/02,Rudar Velenje,Celje,0,1,A
24/03/02,Primorje,Relax Korotan,1,1,D
24/03/02,Šmartno,Mura,1,1,D
24/03/02,Olimpija Ljubljana,Domžale,3,0,H
30/03/02,Relax Korotan,Maribor,0,0,D
30/03/02,Šmartno,Rudar Velenje,1,1,D
30/03/02,Triglav Kranj,Primorje,0,0,D
30/03/02,Gorica,Celje,0,0,D
30/03/02,Domžale,Koper,1,3,A
31/03/02,Mura,Olimpija Ljubljana,4,0,H
06/04/02,Koper,Mura,2,1,H
06/04/02,Maribor,Triglav Kranj,7,1,H
06/04/02,Rudar Velenje,Gorica,3,2,H
07/04/02,Primorje,Domžale,5,0,H
07/04/02,Celje,Relax Korotan,5,1,H
07/04/02,Olimpija Ljubljana,Šmartno,3,1,H
10/04/02,Relax Korotan,Gorica,0,2,A
10/04/02,Triglav Kranj,Celje,2,1,H
10/04/02,Šmartno,Koper,1,1,D
10/04/02,Mura,Primorje,0,2,A
10/04/02,Domžale,Maribor,0,2,A
10/04/02,Olimpija Ljubljana,Rudar Velenje,1,3,A
13/04/02,Celje,Domžale,2,1,H
13/04/02,Koper,Olimpija Ljubljana,0,0,D
13/04/02,Rudar Velenje,Relax Korotan,2,3,A
13/04/02,Maribor,Mura,2,0,H
14/04/02,Primorje,Šmartno,3,0,H
14/04/02,Gorica,Triglav Kranj,2,1,H
19/04/02,Olimpija Ljubljana,Primorje,0,3,A
20/04/02,Mura,Celje,2,0,H
20/04/02,Koper,Rudar Velenje,3,1,H
21/04/02,Šmartno,Maribor,0,0,D
21/04/02,Triglav Kranj,Relax Korotan,2,1,H
21/04/02,Domžale,Gorica,2,3,A
24/04/02,Rudar Velenje,Triglav Kranj,1,4,A
24/04/02,Primorje,Koper,2,0,H
24/04/02,Gorica,Mura,3,1,H
24/04/02,Celje,Šmartno,4,0,H
24/04/02,Relax Korotan,Domžale,1,0,H
24/04/02,Maribor,Olimpija Ljubljana,5,0,H
27/04/02,Koper,Maribor,1,1,D
28/04/02,Primorje,Rudar Velenje,4,0,H
28/04/02,Mura,Relax Korotan,0,1,A
28/04/02,Olimpija Ljubljana,Celje,1,0,H
28/04/02,Šmartno,Gorica,0,1,A
28/04/02,Domžale,Triglav Kranj,1,2,A
04/05/02,Triglav Kranj,Mura,0,3,A
04/05/02,Gorica,Olimpija Ljubljana,2,1,H
04/05/02,Relax Korotan,Šmartno,1,0,H
04/05/02,Rudar Velenje,Domžale,2,1,H
05/05/02,Celje,Koper,2,0,H
05/05/02,Maribor,Primorje,3,0,H
