Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
16/07/16,Rudar Velenje,Krško,1,1,D
16/07/16,Olimpija Ljubljana,Celje,1,0,H
17/07/16,Gorica,Aluminij,2,0,H
17/07/16,Domžale,Kalcer Radomlje,2,0,H
17/07/16,Maribor,Koper,1,0,H
22/07/16,Celje,Gorica,1,0,H
23/07/16,Koper,Aluminij,1,0,H
23/07/16,Kalcer Radomlje,Olimpija Ljubljana,0,2,A
24/07/16,Krško,Domžale,1,1,D
24/07/16,Maribor,Rudar Velenje,2,0,H
30/07/16,Rudar Velenje,Koper,2,0,H
30/07/16,Gorica,Kalcer Radomlje,2,1,H
31/07/16,Aluminij,Celje,2,4,A
31/07/16,Domžale,Maribor,2,2,D
01/08/16,Olimpija Ljubljana,Krško,3,1,H
06/08/16,Kalcer Radomlje,Aluminij,2,2,D
06/08/16,Krško,Gorica,1,0,H
06/08/16,Koper,Celje,2,1,H
07/08/16,Rudar Velenje,Domžale,0,2,A
08/08/16,Maribor,Olimpija Ljubljana,1,1,D
12/08/16,Celje,Kalcer Radomlje,0,0,D
13/08/16,Gorica,Maribor,2,1,H
13/08/16,Domžale,Koper,2,0,H
14/08/16,Aluminij,Krško,3,0,H
14/08/16,Olimpija Ljubljana,Rudar Velenje,0,2,A
20/08/16,Koper,Kalcer Radomlje,3,0,H
20/08/16,Rudar Velenje,Gorica,1,2,A
20/08/16,Domžale,Olimpija Ljubljana,1,3,A
21/08/16,Krško,Celje,1,0,H
21/08/16,Maribor,Aluminij,0,2,A
26/08/16,Kalcer Radomlje,Krško,2,2,D
26/08/16,Gorica,Domžale,3,1,H
27/08/16,Olimpija Ljubljana,Koper,0,1,A
28/08/16,Aluminij,Rudar Velenje,0,3,A
28/08/16,Celje,Maribor,0,3,A
09/09/16,Domžale,Aluminij,2,0,H
10/09/16,Rudar Velenje,Celje,1,3,A
10/09/16,Koper,Krško,1,0,H
10/09/16,Maribor,Kalcer Radomlje,4,0,H
11/09/16,Olimpija Ljubljana,Gorica,1,0,H
17/09/16,Celje,Domžale,2,1,H
17/09/16,Kalcer Radomlje,Rudar Velenje,2,2,D
17/09/16,Krško,Maribor,1,2,A
18/09/16,Aluminij,Olimpija Ljubljana,0,3,A
28/09/16,Gorica,Koper,1,1,D
21/09/16,Aluminij,Gorica,0,0,D
21/09/16,Krško,Rudar Velenje,1,0,H
21/09/16,Kalcer Radomlje,Domžale,0,5,A
21/09/16,Celje,Olimpija Ljubljana,0,1,A
21/09/16,Koper,Maribor,1,2,A
24/09/16,Gorica,Celje,0,1,A
24/09/16,Domžale,Krško,5,0,H
24/09/16,Olimpija Ljubljana,Kalcer Radomlje,2,0,H
25/09/16,Aluminij,Koper,0,0,D
25/09/16,Rudar Velenje,Maribor,1,1,D
01/10/16,Celje,Aluminij,1,0,H
01/10/16,Koper,Rudar Velenje,1,4,A
01/10/16,Maribor,Domžale,3,1,H
02/10/16,Krško,Olimpija Ljubljana,1,2,A
02/10/16,Kalcer Radomlje,Gorica,2,4,A
14/10/16,Gorica,Krško,1,1,D
15/10/16,Aluminij,Kalcer Radomlje,2,1,H
15/10/16,Domžale,Rudar Velenje,3,1,H
15/10/16,Olimpija Ljubljana,Maribor,1,3,A
16/10/16,Celje,Koper,1,1,D
21/10/16,Kalcer Radomlje,Celje,0,3,A
22/10/16,Krško,Aluminij,2,2,D
22/10/16,Koper,Domžale,1,3,A
22/10/16,Maribor,Gorica,1,0,H
23/10/16,Rudar Velenje,Olimpija Ljubljana,0,0,D
29/10/16,Celje,Krško,0,3,A
29/10/16,Olimpija Ljubljana,Domžale,1,0,H
30/10/16,Aluminij,Maribor,0,0,D
30/10/16,Kalcer Radomlje,Koper,1,3,A
30/10/16,Gorica,Rudar Velenje,1,3,A
05/11/16,Rudar Velenje,Aluminij,0,0,D
05/11/16,Domžale,Gorica,5,0,H
05/11/16,Maribor,Celje,2,0,H
06/11/16,Krško,Kalcer Radomlje,1,1,D
06/11/16,Koper,Olimpija Ljubljana,1,2,A
19/11/16,Celje,Rudar Velenje,4,0,H
19/11/16,Krško,Koper,0,0,D
19/11/16,Gorica,Olimpija Ljubljana,1,1,D
20/11/16,Aluminij,Domžale,0,4,A
20/11/16,Kalcer Radomlje,Maribor,0,3,A
25/11/16,Rudar Velenje,Kalcer Radomlje,2,0,H
26/11/16,Domžale,Celje,2,1,H
26/11/16,Koper,Gorica,0,0,D
26/11/16,Maribor,Krško,4,0,H
27/11/16,Olimpija Ljubljana,Aluminij,3,0,H
30/11/16,Rudar Velenje,Krško,2,2,D
30/11/16,Gorica,Aluminij,3,0,H
30/11/16,Domžale,Kalcer Radomlje,0,2,A
30/11/16,Olimpija Ljubljana,Celje,2,1,H
30/11/16,Maribor,Koper,4,0,H
03/12/16,Celje,Gorica,1,1,D
03/12/16,Koper,Aluminij,1,0,H
03/12/16,Maribor,Rudar Velenje,1,0,H
04/12/16,Krško,Domžale,0,0,D
04/12/16,Kalcer Radomlje,Olimpija Ljubljana,1,4,A
10/12/16,Aluminij,Celje,2,1,H
