Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
18/07/14,Celje,Zavrč,0,1,A
19/07/14,Olimpija Ljubljana,Krka,3,1,H
19/07/14,Maribor,Rudar Velenje,1,0,H
20/07/14,Kalcer Radomlje,Koper,1,2,A
20/07/14,Gorica,Domžale,0,1,A
26/07/14,Maribor,Kalcer Radomlje,3,2,H
26/07/14,Rudar Velenje,Zavrč,0,2,A
27/07/14,Krka,Gorica,2,1,H
27/07/14,Domžale,Celje,1,0,H
27/08/14,Koper,Olimpija Ljubljana,1,2,A
01/08/14,Zavrč,Domžale,0,2,A
01/08/14,Celje,Krka,3,0,H
02/08/14,Kalcer Radomlje,Rudar Velenje,1,2,A
03/08/14,Gorica,Koper,0,1,A
08/04/15,Olimpija Ljubljana,Maribor,0,0,D
09/08/14,Koper,Celje,0,2,A
09/08/14,Rudar Velenje,Domžale,0,1,A
09/08/14,Maribor,Gorica,2,1,H
10/08/14,Krka,Zavrč,2,3,A
10/08/14,Kalcer Radomlje,Olimpija Ljubljana,1,4,A
15/08/14,Zavrč,Koper,1,0,H
16/08/14,Celje,Maribor,3,1,H
16/08/14,Domžale,Krka,2,0,H
16/08/14,Olimpija Ljubljana,Rudar Velenje,2,0,H
17/08/14,Gorica,Kalcer Radomlje,4,0,H
23/08/14,Olimpija Ljubljana,Gorica,0,0,D
23/08/14,Maribor,Zavrč,3,0,H
23/08/14,Rudar Velenje,Krka,3,1,H
24/08/14,Koper,Domžale,0,1,A
24/08/14,Kalcer Radomlje,Celje,0,3,A
29/08/14,Zavrč,Kalcer Radomlje,2,1,H
30/08/14,Celje,Olimpija Ljubljana,0,0,D
30/08/14,Domžale,Maribor,2,0,H
31/08/14,Krka,Koper,1,3,A
31/08/14,Gorica,Rudar Velenje,1,2,A
13/09/14,Maribor,Krka,2,0,H
13/09/14,Gorica,Celje,1,1,D
13/09/14,Kalcer Radomlje,Domžale,0,2,A
13/09/14,Rudar Velenje,Koper,2,3,A
13/09/14,Olimpija Ljubljana,Zavrč,2,0,H
20/09/14,Koper,Maribor,1,2,A
20/09/14,Celje,Rudar Velenje,1,1,D
20/09/14,Domžale,Olimpija Ljubljana,0,0,D
21/09/14,Krka,Kalcer Radomlje,0,0,D
21/09/14,Zavrč,Gorica,0,0,D
24/09/14,Krka,Olimpija Ljubljana,2,1,H
24/09/14,Zavrč,Celje,0,0,D
24/09/14,Domžale,Gorica,3,0,H
24/09/14,Koper,Kalcer Radomlje,1,2,A
24/09/14,Rudar Velenje,Maribor,0,1,A
27/09/14,Kalcer Radomlje,Maribor,0,0,D
27/09/14,Celje,Domžale,2,0,H
27/09/14,Olimpija Ljubljana,Koper,4,0,H
28/09/14,Zavrč,Rudar Velenje,1,0,H
29/09/14,Gorica,Krka,2,1,H
04/10/14,Domžale,Zavrč,1,3,A
04/10/14,Koper,Gorica,1,0,H
04/10/14,Rudar Velenje,Kalcer Radomlje,2,0,H
04/10/14,Maribor,Olimpija Ljubljana,3,3,D
05/10/14,Krka,Celje,1,1,D
15/10/14,Zavrč,Krka,2,0,H
15/10/14,Celje,Koper,1,1,D
15/10/14,Gorica,Maribor,0,2,A
15/10/14,Olimpija Ljubljana,Kalcer Radomlje,4,0,H
15/10/14,Domžale,Rudar Velenje,1,1,D
18/10/14,Rudar Velenje,Olimpija Ljubljana,0,0,D
18/10/14,Koper,Zavrč,2,1,H
18/10/14,Maribor,Celje,1,2,A
19/10/14,Krka,Domžale,0,1,A
19/10/14,Kalcer Radomlje,Gorica,0,3,A
25/10/14,Zavrč,Maribor,0,1,A
25/10/14,Celje,Kalcer Radomlje,5,0,H
25/10/14,Domžale,Koper,2,0,H
25/10/14,Gorica,Olimpija Ljubljana,0,3,A
26/10/14,Krka,Rudar Velenje,1,1,D
31/10/14,Maribor,Domžale,0,1,A
02/11/14,Koper,Krka,1,0,H
02/11/14,Rudar Velenje,Gorica,1,0,H
02/11/14,Olimpija Ljubljana,Celje,1,3,A
02/11/14,Kalcer Radomlje,Zavrč,1,2,A
08/11/14,Zavrč,Olimpija Ljubljana,0,2,A
08/11/14,Celje,Gorica,2,0,H
08/11/14,Koper,Rudar Velenje,1,3,A
09/11/14,Krka,Maribor,1,3,A
09/11/14,Domžale,Kalcer Radomlje,3,0,H
22/11/14,Gorica,Zavrč,1,0,H
22/11/14,Rudar Velenje,Celje,0,0,D
22/11/14,Maribor,Koper,4,0,H
22/11/14,Olimpija Ljubljana,Domžale,2,1,H
23/11/14,Kalcer Radomlje,Krka,0,2,A
29/11/14,Maribor,Rudar Velenje,3,2,H
29/11/14,Gorica,Domžale,1,2,A
29/11/14,Celje,Zavrč,3,0,H
29/11/14,Olimpija Ljubljana,Krka,1,2,A
30/11/14,Kalcer Radomlje,Koper,2,1,H
06/12/14,Domžale,Celje,0,1,A
06/12/14,Rudar Velenje,Zavrč,7,2,H
06/12/14,Koper,Olimpija Ljubljana,2,1,H
06/12/14,Maribor,Kalcer Radomlje,4,1,H
07/12/14,Krka,Gorica,0,2,A
04/03/15,Gorica,Koper,1,2,A
04/03/15,Celje,Krka,2,1,H
04/03/15,Kalcer Radomlje,Rudar Velenje,1,0,H
04/03/15,Zavrč,Domžale,1,0,H
04/03/15,Olimpija Ljubljana,Maribor,0,1,A
28/02/15,Rudar Velenje,Domžale,0,0,D
28/02/15,Kalcer Radomlje,Olimpija Ljubljana,0,4,A
28/02/15,Maribor,Gorica,5,1,H
01/03/15,Krka,Zavrč,3,0,H
11/03/15,Koper,Celje,0,1,A
07/03/15,Celje,Maribor,0,2,A
07/03/15,Olimpija Ljubljana,Rudar Velenje,0,0,D
07/03/15,Domžale,Krka,2,1,H
07/03/15,Zavrč,Koper,2,1,H
08/03/15,Gorica,Kalcer Radomlje,0,0,D
14/03/15,Rudar Velenje,Krka,0,0,D
14/03/15,Maribor,Zavrč,2,1,H
14/03/15,Olimpija Ljubljana,Gorica,3,1,H
15/03/15,Kalcer Radomlje,Celje,0,1,A
15/03/15,Koper,Domžale,1,0,H
20/03/15,Zavrč,Kalcer Radomlje,1,0,H
21/03/15,Gorica,Rudar Velenje,3,0,H
21/03/15,Celje,Olimpija Ljubljana,0,0,D
22/03/15,Krka,Koper,3,0,H
22/03/15,Domžale,Maribor,0,0,D
03/04/15,Kalcer Radomlje,Domžale,0,3,A
04/04/15,Gorica,Celje,2,2,D
04/04/15,Maribor,Krka,2,2,D
04/04/15,Olimpija Ljubljana,Zavrč,3,1,H
04/04/15,Rudar Velenje,Koper,2,2,D
10/04/15,Celje,Rudar Velenje,1,3,A
10/04/15,Zavrč,Gorica,0,0,D
11/04/15,Koper,Maribor,1,4,A
11/04/15,Domžale,Olimpija Ljubljana,0,1,A
12/04/15,Krka,Kalcer Radomlje,1,1,D
18/04/15,Domžale,Gorica,3,1,H
18/04/15,Zavrč,Celje,1,2,A
18/04/15,Koper,Kalcer Radomlje,2,0,H
18/04/15,Rudar Velenje,Maribor,2,0,H
19/04/15,Krka,Olimpija Ljubljana,0,0,D
24/04/15,Kalcer Radomlje,Maribor,1,6,A
24/04/15,Zavrč,Rudar Velenje,0,0,D
25/04/15,Olimpija Ljubljana,Koper,0,0,D
25/04/15,Gorica,Krka,3,0,H
25/04/15,Celje,Domžale,0,0,D
29/04/15,Maribor,Olimpija Ljubljana,4,1,H
29/04/15,Krka,Celje,0,4,A
29/04/15,Rudar Velenje,Kalcer Radomlje,3,2,H
29/04/15,Koper,Gorica,2,0,H
29/04/15,Domžale,Zavrč,2,3,A
02/05/15,Olimpija Ljubljana,Kalcer Radomlje,3,1,H
02/05/15,Gorica,Maribor,1,1,D
02/05/15,Celje,Koper,3,2,H
02/05/15,Zavrč,Krka,0,1,A
02/05/15,Domžale,Rudar Velenje,4,0,H
06/05/15,Maribor,Celje,4,1,H
06/05/15,Krka,Domžale,3,2,H
06/05/15,Koper,Zavrč,1,2,A
06/05/15,Rudar Velenje,Olimpija Ljubljana,2,0,H
06/05/15,Kalcer Radomlje,Gorica,1,0,H
09/05/15,Celje,Kalcer Radomlje,3,2,H
09/05/15,Gorica,Olimpija Ljubljana,1,2,A
09/05/15,Zavrč,Maribor,1,3,A
10/05/15,Krka,Rudar Velenje,2,0,H
12/05/15,Domžale,Koper,3,0,H
16/05/15,Olimpija Ljubljana,Celje,1,2,A
16/05/15,Rudar Velenje,Gorica,1,2,A
16/05/15,Koper,Krka,0,2,A
16/05/15,Maribor,Domžale,1,0,H
17/05/15,Kalcer Radomlje,Zavrč,0,4,A
23/05/15,Koper,Rudar Velenje,0,3,A
23/05/15,Krka,Maribor,1,3,A
23/05/15,Domžale,Kalcer Radomlje,4,0,H
23/05/15,Zavrč,Olimpija Ljubljana,1,2,A
23/05/15,Celje,Gorica,0,3,A
30/05/15,Rudar Velenje,Celje,1,3,A
30/05/15,Gorica,Zavrč,4,0,H
30/05/15,Olimpija Ljubljana,Domžale,0,2,A
30/05/15,Kalcer Radomlje,Krka,0,1,A
30/05/15,Maribor,Koper,0,0,D
