Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
15/07/17,Ankaran Hrvatini,Triglav Kranj,0,0,D
15/07/17,Maribor,Aluminij,1,0,H
16/07/17,Krško,Gorica,2,1,H
16/07/17,Rudar Velenje,Domžale,2,1,H
16/07/17,Olimpija Ljubljana,Celje,3,1,H
21/07/17,Aluminij,Krško,4,2,H
22/07/17,Triglav Kranj,Maribor,2,3,A
22/07/17,Rudar Velenje,Ankaran Hrvatini,3,1,H
23/07/17,Domžale,Celje,4,0,H
23/07/17,Gorica,Olimpija Ljubljana,0,2,A
28/07/17,Krško,Triglav Kranj,1,1,D
29/07/17,Maribor,Rudar Velenje,1,0,H
30/07/17,Olimpija Ljubljana,Aluminij,4,0,H
30/07/17,Ankaran Hrvatini,Domžale,1,3,A
30/07/17,Celje,Gorica,1,0,H
04/08/17,Aluminij,Celje,2,2,D
05/08/17,Triglav Kranj,Olimpija Ljubljana,0,0,D
05/08/17,Rudar Velenje,Krško,0,1,A
06/08/17,Ankaran Hrvatini,Maribor,1,5,A
06/08/17,Domžale,Gorica,1,1,D
11/08/17,Celje,Triglav Kranj,1,1,D
11/08/17,Maribor,Domžale,0,0,D
12/08/17,Gorica,Aluminij,1,0,H
12/08/17,Olimpija Ljubljana,Rudar Velenje,4,0,H
13/08/17,Krško,Ankaran Hrvatini,2,2,D
19/08/17,Triglav Kranj,Gorica,1,3,A
19/08/17,Maribor,Krško,3,2,H
20/08/17,Ankaran Hrvatini,Olimpija Ljubljana,1,3,A
20/08/17,Domžale,Aluminij,2,2,D
21/08/17,Rudar Velenje,Celje,2,1,H
26/08/17,Celje,Ankaran Hrvatini,4,1,H
26/08/17,Gorica,Rudar Velenje,1,0,H
27/08/17,Aluminij,Triglav Kranj,2,0,H
27/08/17,Krško,Domžale,4,2,H
27/08/17,Olimpija Ljubljana,Maribor,0,0,D
08/09/17,Rudar Velenje,Aluminij,0,0,D
08/09/17,Maribor,Celje,0,0,D
09/09/17,Ankaran Hrvatini,Gorica,0,2,A
09/09/17,Domžale,Triglav Kranj,6,1,H
10/09/17,Krško,Olimpija Ljubljana,2,4,A
15/09/17,Celje,Krško,0,0,D
16/09/17,Triglav Kranj,Rudar Velenje,1,2,A
16/09/17,Aluminij,Ankaran Hrvatini,1,1,D
16/09/17,Olimpija Ljubljana,Domžale,1,0,H
17/09/17,Gorica,Maribor,0,3,A
22/09/17,Aluminij,Maribor,2,3,A
23/09/17,Triglav Kranj,Ankaran Hrvatini,1,3,A
23/09/17,Gorica,Krško,2,1,H
23/09/17,Celje,Olimpija Ljubljana,0,0,D
24/09/17,Domžale,Rudar Velenje,0,1,A
29/09/17,Celje,Domžale,1,1,D
30/09/17,Ankaran Hrvatini,Rudar Velenje,0,3,A
30/09/17,Krško,Aluminij,2,0,H
30/09/17,Maribor,Triglav Kranj,0,0,D
01/10/17,Olimpija Ljubljana,Gorica,2,1,H
13/10/17,Rudar Velenje,Maribor,1,2,A
14/10/17,Triglav Kranj,Krško,3,1,H
14/10/17,Gorica,Celje,2,1,H
14/10/17,Domžale,Ankaran Hrvatini,6,0,H
14/10/17,Aluminij,Olimpija Ljubljana,1,2,A
20/10/17,Olimpija Ljubljana,Triglav Kranj,3,0,H
21/10/17,Celje,Aluminij,1,2,A
21/10/17,Gorica,Domžale,1,3,A
21/10/17,Maribor,Ankaran Hrvatini,1,0,H
24/10/17,Krško,Rudar Velenje,0,3,A
