Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
03/08/97,Set Vevče,Rudar Velenje,1,0,H
03/08/97,Potrošnik Beltinci,Primorje,1,2,A
03/08/97,Gorica,Mura,2,1,H
03/08/97,Celje,Olimpija Ljubljana,2,0,H
03/08/97,Relax Korotan,Maribor,1,0,H
06/08/97,Mura,Celje,3,1,H
06/08/97,Rudar Velenje,Olimpija Ljubljana,1,1,D
06/08/97,Set Vevče,Potrošnik Beltinci,0,2,A
06/08/97,Primorje,Relax Korotan,2,0,H
06/08/97,Maribor,Gorica,1,0,H
09/08/97,Celje,Maribor,2,1,H
09/08/97,Gorica,Primorje,1,0,H
10/08/97,Relax Korotan,Set Vevče,1,0,H
10/08/97,Potrošnik Beltinci,Rudar Velenje,3,1,H
10/08/97,Olimpija Ljubljana,Mura,3,1,H
17/08/97,Primorje,Celje,4,2,H
17/08/97,Rudar Velenje,Mura,1,2,A
17/08/97,Potrošnik Beltinci,Relax Korotan,1,1,D
17/08/97,Set Vevče,Gorica,0,4,A
17/08/97,Maribor,Olimpija Ljubljana,2,0,H
23/08/97,Gorica,Potrošnik Beltinci,5,1,H
23/08/97,Mura,Maribor,1,0,H
24/08/97,Celje,Set Vevče,4,3,H
24/08/97,Olimpija Ljubljana,Primorje,3,3,D
24/08/97,Relax Korotan,Rudar Velenje,0,1,A
30/08/97,Rudar Velenje,Maribor,1,1,D
31/08/97,Relax Korotan,Gorica,1,0,H
31/08/97,Set Vevče,Olimpija Ljubljana,2,2,D
31/08/97,Potrošnik Beltinci,Celje,2,1,H
31/08/97,Primorje,Mura,4,2,H
13/09/97,Maribor,Primorje,0,1,A
14/09/97,Gorica,Rudar Velenje,2,0,H
14/09/97,Celje,Relax Korotan,4,1,H
14/09/97,Olimpija Ljubljana,Potrošnik Beltinci,1,0,H
14/09/97,Mura,Set Vevče,1,0,H
21/09/97,Rudar Velenje,Primorje,2,0,H
21/09/97,Set Vevče,Maribor,1,3,A
21/09/97,Potrošnik Beltinci,Mura,0,2,A
21/09/97,Relax Korotan,Olimpija Ljubljana,2,2,D
21/09/97,Gorica,Celje,3,1,H
27/09/97,Maribor,Potrošnik Beltinci,5,0,H
28/09/97,Olimpija Ljubljana,Gorica,2,0,H
28/09/97,Celje,Rudar Velenje,2,2,D
28/09/97,Mura,Relax Korotan,1,0,H
28/09/97,Primorje,Set Vevče,4,1,H
05/10/97,Relax Korotan,Mura,2,2,D
05/10/97,Set Vevče,Primorje,0,3,A
05/10/97,Rudar Velenje,Celje,0,0,D
05/10/97,Potrošnik Beltinci,Maribor,0,1,A
05/10/97,Gorica,Olimpija Ljubljana,1,1,D
15/10/97,Olimpija Ljubljana,Celje,1,1,D
15/10/97,Primorje,Potrošnik Beltinci,1,3,A
15/10/97,Rudar Velenje,Set Vevče,2,0,H
15/10/97,Mura,Gorica,2,2,D
15/10/97,Maribor,Relax Korotan,2,0,H
19/10/97,Olimpija Ljubljana,Rudar Velenje,2,1,H
19/10/97,Celje,Mura,0,0,D
19/10/97,Relax Korotan,Primorje,0,0,D
19/10/97,Gorica,Maribor,0,1,A
19/10/97,Potrošnik Beltinci,Set Vevče,0,1,A
26/10/97,Primorje,Gorica,0,1,A
26/10/97,Rudar Velenje,Potrošnik Beltinci,3,0,H
26/10/97,Mura,Olimpija Ljubljana,2,0,H
26/10/97,Set Vevče,Relax Korotan,1,1,D
26/10/97,Maribor,Celje,3,0,H
02/11/97,Mura,Rudar Velenje,2,1,H
02/11/97,Celje,Primorje,6,2,H
02/11/97,Gorica,Set Vevče,2,1,H
02/11/97,Relax Korotan,Potrošnik Beltinci,2,1,H
02/11/97,Olimpija Ljubljana,Maribor,3,1,H
09/11/97,Potrošnik Beltinci,Gorica,1,1,D
09/11/97,Rudar Velenje,Relax Korotan,3,0,H
09/11/97,Primorje,Olimpija Ljubljana,5,2,H
09/11/97,Set Vevče,Celje,1,3,A
09/11/97,Maribor,Mura,1,3,A
16/11/97,Celje,Potrošnik Beltinci,4,0,H
16/11/97,Mura,Primorje,2,0,H
16/11/97,Gorica,Relax Korotan,2,3,A
16/11/97,Maribor,Rudar Velenje,1,0,H
16/11/97,Olimpija Ljubljana,Set Vevče,0,0,D
23/11/97,Set Vevče,Mura,1,4,A
23/11/97,Relax Korotan,Celje,0,1,A
23/11/97,Potrošnik Beltinci,Olimpija Ljubljana,2,4,A
23/11/97,Primorje,Maribor,2,0,H
23/11/97,Rudar Velenje,Gorica,1,0,H
30/11/97,Celje,Gorica,1,1,D
30/11/97,Maribor,Set Vevče,5,1,H
30/11/97,Mura,Potrošnik Beltinci,5,2,H
30/11/97,Primorje,Rudar Velenje,2,1,H
30/11/97,Olimpija Ljubljana,Relax Korotan,3,1,H
28/02/98,Maribor,Relax Korotan,1,0,H
01/03/98,Rudar Velenje,Set Vevče,0,0,D
01/03/98,Primorje,Potrošnik Beltinci,5,1,H
01/03/98,Olimpija Ljubljana,Celje,2,0,H
01/03/98,Mura,Gorica,2,1,H
08/03/98,Potrošnik Beltinci,Set Vevče,5,0,H
08/03/98,Olimpija Ljubljana,Rudar Velenje,1,1,D
08/03/98,Relax Korotan,Primorje,1,1,D
08/03/98,Gorica,Maribor,3,0,H
08/03/98,Celje,Mura,1,1,D
14/03/98,Maribor,Celje,3,1,H
15/03/98,Rudar Velenje,Potrošnik Beltinci,0,0,D
15/03/98,Set Vevče,Relax Korotan,1,2,A
15/03/98,Primorje,Gorica,2,1,H
15/03/98,Mura,Olimpija Ljubljana,0,0,D
21/03/98,Olimpija Ljubljana,Maribor,1,3,A
22/03/98,Celje,Primorje,2,1,H
22/03/98,Gorica,Set Vevče,4,1,H
22/03/98,Relax Korotan,Potrošnik Beltinci,1,1,D
22/03/98,Mura,Rudar Velenje,4,2,H
28/03/98,Primorje,Olimpija Ljubljana,1,2,A
28/03/98,Maribor,Mura,2,1,H
29/03/98,Potrošnik Beltinci,Gorica,2,1,H
29/03/98,Rudar Velenje,Relax Korotan,2,0,H
29/03/98,Set Vevče,Celje,4,1,H
04/04/98,Maribor,Rudar Velenje,0,0,D
05/04/98,Gorica,Relax Korotan,5,0,H
05/04/98,Celje,Potrošnik Beltinci,3,0,H
05/04/98,Olimpija Ljubljana,Set Vevče,1,0,H
05/04/98,Mura,Primorje,0,1,A
11/04/98,Rudar Velenje,Gorica,1,2,A
11/04/98,Potrošnik Beltinci,Olimpija Ljubljana,1,5,A
11/04/98,Relax Korotan,Celje,1,0,H
11/04/98,Primorje,Maribor,0,1,A
11/04/98,Set Vevče,Mura,2,4,A
18/04/98,Maribor,Set Vevče,2,1,H
19/04/98,Celje,Gorica,1,2,A
19/04/98,Mura,Potrošnik Beltinci,2,2,D
19/04/98,Olimpija Ljubljana,Relax Korotan,4,0,H
19/04/98,Primorje,Rudar Velenje,0,1,A
25/04/98,Rudar Velenje,Celje,2,1,H
26/04/98,Gorica,Olimpija Ljubljana,3,0,H
26/04/98,Relax Korotan,Mura,1,1,D
26/04/98,Potrošnik Beltinci,Maribor,0,1,A
26/04/98,Set Vevče,Primorje,2,2,D
03/05/98,Celje,Rudar Velenje,1,1,D
03/05/98,Olimpija Ljubljana,Gorica,1,2,A
03/05/98,Mura,Relax Korotan,2,0,H
03/05/98,Primorje,Set Vevče,1,0,H
03/05/98,Maribor,Potrošnik Beltinci,3,1,H
06/05/98,Gorica,Mura,3,0,H
06/05/98,Celje,Olimpija Ljubljana,5,2,H
06/05/98,Set Vevče,Rudar Velenje,1,1,D
06/05/98,Relax Korotan,Maribor,1,2,A
06/05/98,Potrošnik Beltinci,Primorje,1,0,H
09/05/98,Maribor,Gorica,2,0,H
10/05/98,Rudar Velenje,Olimpija Ljubljana,1,1,D
10/05/98,Mura,Celje,0,2,A
10/05/98,Primorje,Relax Korotan,6,0,H
10/05/98,Set Vevče,Potrošnik Beltinci,2,2,D
13/05/98,Potrošnik Beltinci,Rudar Velenje,1,3,A
13/05/98,Relax Korotan,Set Vevče,0,1,A
13/05/98,Gorica,Primorje,2,1,H
13/05/98,Celje,Maribor,1,5,A
13/05/98,Olimpija Ljubljana,Mura,1,2,A
16/05/98,Maribor,Olimpija Ljubljana,4,4,D
17/05/98,Rudar Velenje,Mura,0,1,A
17/05/98,Set Vevče,Gorica,2,3,A
17/05/98,Potrošnik Beltinci,Relax Korotan,4,2,H
