Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
16/07/11,Maribor,Gorica,2,1,H
17/07/11,Mura,Koper,1,0,H
17/07/11,Triglav Kranj,Nafta,2,1,H
17/07/11,Rudar Velenje,Domžale,0,2,A
17/07/11,Olimpija Ljubljana,Celje,0,3,A
23/07/11,Rudar Velenje,Triglav Kranj,5,0,H
23/07/11,Gorica,Mura,1,1,D
23/07/11,Nafta,Maribor,1,2,A
24/07/11,Domžale,Celje,1,0,H
24/07/11,Koper,Olimpija Ljubljana,1,1,D
30/07/11,Maribor,Rudar Velenje,2,1,H
30/07/11,Celje,Koper,2,0,H
31/07/11,Mura,Nafta,0,2,A
31/07/11,Triglav Kranj,Domžale,0,4,A
31/07/11,Olimpija Ljubljana,Gorica,2,1,H
06/08/11,Triglav Kranj,Maribor,0,2,A
06/08/11,Rudar Velenje,Mura,1,0,H
06/08/11,Domžale,Koper,1,1,D
06/08/11,Gorica,Celje,2,0,H
07/08/11,Nafta,Olimpija Ljubljana,1,1,D
12/08/11,Celje,Nafta,1,1,D
13/08/11,Koper,Gorica,0,4,A
13/08/11,Maribor,Domžale,0,0,D
14/08/11,Mura,Triglav Kranj,0,1,A
14/08/11,Olimpija Ljubljana,Rudar Velenje,3,1,H
19/08/11,Nafta,Koper,0,0,D
20/08/11,Rudar Velenje,Celje,3,3,D
20/08/11,Domžale,Gorica,0,3,A
21/08/11,Triglav Kranj,Olimpija Ljubljana,0,1,A
21/08/11,Maribor,Mura,6,0,H
27/08/11,Celje,Triglav Kranj,1,2,A
27/08/11,Koper,Rudar Velenje,1,1,D
28/08/11,Mura,Domžale,1,1,D
28/08/11,Olimpija Ljubljana,Maribor,4,1,H
28/08/11,Gorica,Nafta,2,1,H
10/09/11,Rudar Velenje,Gorica,1,0,H
10/09/11,Domžale,Nafta,2,1,H
10/09/11,Maribor,Celje,5,2,H
11/09/11,Mura,Olimpija Ljubljana,4,2,H
11/09/11,Triglav Kranj,Koper,0,3,A
17/09/11,Olimpija Ljubljana,Domžale,3,1,H
17/09/11,Celje,Mura,0,1,A
17/09/11,Gorica,Triglav Kranj,0,0,D
17/09/11,Nafta,Rudar Velenje,1,2,A
18/09/11,Koper,Maribor,2,2,D
20/09/11,Domžale,Rudar Velenje,2,3,A
21/09/11,Celje,Olimpija Ljubljana,0,0,D
21/09/11,Nafta,Triglav Kranj,1,0,H
21/09/11,Gorica,Maribor,1,1,D
21/09/11,Koper,Mura,0,0,D
24/09/11,Celje,Domžale,3,0,H
24/09/11,Olimpija Ljubljana,Koper,3,1,H
25/09/11,Mura,Gorica,1,0,H
25/09/11,Triglav Kranj,Rudar Velenje,0,0,D
25/09/11,Maribor,Nafta,0,2,A
27/09/11,Koper,Celje,1,2,A
28/09/11,Domžale,Triglav Kranj,2,0,H
28/09/11,Nafta,Mura,2,2,D
28/09/11,Gorica,Olimpija Ljubljana,2,1,H
12/11/11,Rudar Velenje,Maribor,0,3,A
01/10/11,Olimpija Ljubljana,Nafta,1,1,D
01/10/11,Koper,Domžale,2,1,H
02/10/11,Mura,Rudar Velenje,0,0,D
02/10/11,Maribor,Triglav Kranj,2,0,H
02/10/11,Celje,Gorica,1,2,A
15/10/11,Gorica,Koper,4,1,H
15/10/11,Nafta,Celje,0,2,A
15/10/11,Rudar Velenje,Olimpija Ljubljana,2,2,D
15/10/11,Domžale,Maribor,1,4,A
16/10/11,Triglav Kranj,Mura,1,2,A
22/10/11,Celje,Rudar Velenje,2,3,A
22/10/11,Olimpija Ljubljana,Triglav Kranj,1,0,H
22/10/11,Gorica,Domžale,0,3,A
23/10/11,Mura,Maribor,1,3,A
23/10/11,Koper,Nafta,4,1,H
29/10/11,Domžale,Mura,2,1,H
29/10/11,Rudar Velenje,Koper,0,1,A
29/10/11,Nafta,Gorica,2,3,A
30/10/11,Triglav Kranj,Celje,0,1,A
30/10/11,Maribor,Olimpija Ljubljana,2,2,D
05/11/11,Nafta,Domžale,2,1,H
