Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
22/07/00,Tabor Sežana,Gorica,2,2,D
22/07/00,Koroška Dravograd,Maribor,1,1,D
22/07/00,Rudar Velenje,Domžale,1,0,H
23/07/00,Olimpija Ljubljana,Celje,3,1,H
23/07/00,Mura,Relax Korotan,0,0,D
23/07/00,Primorje,Koper,2,0,H
29/07/00,Celje,Koroška Dravograd,1,3,A
29/07/00,Tabor Sežana,Mura,1,0,H
30/07/00,Gorica,Koper,2,0,H
30/07/00,Domžale,Olimpija Ljubljana,2,3,A
30/07/00,Relax Korotan,Rudar Velenje,0,1,A
09/08/00,Maribor,Primorje,2,1,H
04/08/00,Olimpija Ljubljana,Relax Korotan,5,1,H
05/08/00,Mura,Gorica,0,1,A
05/08/00,Koper,Maribor,1,2,A
05/08/00,Rudar Velenje,Tabor Sežana,3,2,H
06/08/00,Koroška Dravograd,Domžale,0,1,A
06/08/00,Primorje,Celje,2,2,D
12/08/00,Celje,Koper,2,0,H
13/08/00,Domžale,Primorje,0,1,A
13/08/00,Relax Korotan,Koroška Dravograd,0,4,A
13/08/00,Tabor Sežana,Olimpija Ljubljana,3,2,H
13/08/00,Mura,Rudar Velenje,1,1,D
03/12/00,Gorica,Maribor,0,2,A
18/08/00,Olimpija Ljubljana,Mura,3,0,H
19/08/00,Maribor,Celje,5,0,H
19/08/00,Koper,Domžale,3,0,H
19/08/00,Rudar Velenje,Gorica,1,1,D
20/08/00,Koroška Dravograd,Tabor Sežana,1,2,A
20/08/00,Primorje,Relax Korotan,0,3,A
26/08/00,Tabor Sežana,Primorje,0,0,D
26/08/00,Mura,Koroška Dravograd,1,1,D
27/08/00,Gorica,Celje,0,4,A
27/08/00,Domžale,Maribor,0,2,A
27/08/00,Relax Korotan,Koper,2,0,H
27/08/00,Rudar Velenje,Olimpija Ljubljana,0,2,A
08/09/00,Olimpija Ljubljana,Gorica,3,1,H
09/09/00,Koper,Tabor Sežana,2,1,H
09/09/00,Maribor,Relax Korotan,1,3,A
10/09/00,Koroška Dravograd,Rudar Velenje,2,0,H
10/09/00,Primorje,Mura,1,2,A
10/09/00,Celje,Domžale,0,0,D
16/09/00,Tabor Sežana,Maribor,1,3,A
16/09/00,Rudar Velenje,Primorje,3,1,H
17/09/00,Gorica,Domžale,4,2,H
17/09/00,Relax Korotan,Celje,2,0,H
17/09/00,Mura,Koper,1,0,H
17/09/00,Olimpija Ljubljana,Koroška Dravograd,5,0,H
20/09/00,Koroška Dravograd,Gorica,1,0,H
20/09/00,Primorje,Olimpija Ljubljana,3,3,D
20/09/00,Koper,Rudar Velenje,3,2,H
20/09/00,Celje,Tabor Sežana,3,1,H
20/09/00,Domžale,Relax Korotan,3,1,H
20/09/00,Maribor,Mura,2,1,H
23/09/00,Olimpija Ljubljana,Koper,2,2,D
24/09/00,Gorica,Relax Korotan,4,1,H
24/09/00,Tabor Sežana,Domžale,4,3,H
24/09/00,Mura,Celje,4,2,H
24/09/00,Koroška Dravograd,Primorje,3,1,H
24/09/00,Rudar Velenje,Maribor,0,0,D
30/09/00,Koper,Koroška Dravograd,3,2,H
01/10/00,Primorje,Gorica,1,0,H
01/10/00,Celje,Rudar Velenje,0,2,A
01/10/00,Domžale,Mura,3,1,H
01/10/00,Relax Korotan,Tabor Sežana,4,0,H
01/10/00,Maribor,Olimpija Ljubljana,1,3,A
14/10/00,Maribor,Koroška Dravograd,3,0,H
15/10/00,Gorica,Tabor Sežana,2,1,H
15/10/00,Relax Korotan,Mura,0,0,D
15/10/00,Domžale,Rudar Velenje,2,6,A
15/10/00,Celje,Olimpija Ljubljana,4,1,H
15/10/00,Koper,Primorje,2,2,D
21/10/00,Koper,Gorica,2,2,D
21/10/00,Olimpija Ljubljana,Domžale,4,2,H
21/10/00,Rudar Velenje,Relax Korotan,4,0,H
22/10/00,Primorje,Maribor,4,0,H
22/10/00,Koroška Dravograd,Celje,2,0,H
22/10/00,Mura,Tabor Sežana,1,0,H
