Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
29/07/06,Celje,Gorica,0,0,D
29/07/06,Maribor,Labod Drava,1,0,H
30/07/06,Primorje,Nafta,1,0,H
30/07/06,Domžale,Bela krajina,1,0,H
31/07/06,Koper,Interblock,3,1,H
04/08/06,Celje,Domžale,1,3,A
05/08/06,Interblock,Primorje,0,4,A
05/08/06,Labod Drava,Koper,2,1,H
06/08/06,Bela krajina,Maribor,2,1,H
06/08/06,Gorica,Nafta,2,0,H
12/08/06,Koper,Bela krajina,2,2,D
12/08/06,Primorje,Labod Drava,1,0,H
12/08/06,Nafta,Interblock,2,2,D
13/08/06,Maribor,Celje,2,0,H
13/08/06,Domžale,Gorica,1,0,H
19/08/06,Gorica,Interblock,5,0,H
19/08/06,Labod Drava,Nafta,3,0,H
19/08/06,Celje,Koper,1,1,D
19/08/06,Domžale,Maribor,3,1,H
20/08/06,Bela krajina,Primorje,2,2,D
26/08/06,Nafta,Bela krajina,1,0,H
26/08/06,Interblock,Labod Drava,0,1,A
27/08/06,Koper,Domžale,1,1,D
27/08/06,Primorje,Celje,2,0,H
27/08/06,Maribor,Gorica,1,1,D
30/08/06,Bela krajina,Interblock,0,1,A
30/08/06,Celje,Nafta,1,2,A
30/08/06,Gorica,Labod Drava,3,2,H
30/08/06,Domžale,Primorje,3,1,H
30/08/06,Maribor,Koper,1,1,D
08/09/06,Interblock,Celje,2,4,A
09/09/06,Labod Drava,Bela krajina,4,2,H
09/09/06,Nafta,Domžale,1,2,A
09/09/06,Koper,Gorica,1,1,D
10/09/06,Primorje,Maribor,3,2,H
13/09/06,Koper,Primorje,0,0,D
13/09/06,Gorica,Bela krajina,1,4,A
13/09/06,Celje,Labod Drava,3,3,D
13/09/06,Domžale,Interblock,1,0,H
13/09/06,Maribor,Nafta,1,3,A
16/09/06,Labod Drava,Domžale,1,1,D
16/09/06,Nafta,Koper,1,1,D
17/09/06,Interblock,Maribor,0,2,A
17/09/06,Bela krajina,Celje,1,1,D
17/09/06,Primorje,Gorica,3,3,D
23/09/06,Labod Drava,Maribor,1,1,D
23/09/06,Interblock,Koper,2,2,D
23/09/06,Nafta,Primorje,2,0,H
23/09/06,Gorica,Celje,2,0,H
24/09/06,Bela krajina,Domžale,1,2,A
27/09/06,Nafta,Gorica,2,0,H
27/09/06,Primorje,Interblock,3,1,H
27/09/06,Koper,Labod Drava,1,0,H
27/09/06,Maribor,Bela krajina,3,0,H
27/09/06,Domžale,Celje,0,0,D
30/09/06,Labod Drava,Primorje,0,2,A
30/09/06,Gorica,Domžale,0,0,D
30/09/06,Celje,Maribor,1,3,A
01/10/06,Bela krajina,Koper,2,2,D
01/10/06,Interblock,Nafta,1,4,A
14/10/06,Nafta,Labod Drava,1,1,D
14/10/06,Primorje,Bela krajina,2,0,H
14/10/06,Koper,Celje,0,2,A
14/10/06,Maribor,Domžale,1,1,D
15/10/06,Interblock,Gorica,1,1,D
18/10/06,Bela krajina,Nafta,0,0,D
18/10/06,Labod Drava,Interblock,0,2,A
18/10/06,Celje,Primorje,2,0,H
18/10/06,Domžale,Koper,3,2,H
18/10/06,Gorica,Maribor,1,4,A
21/10/06,Labod Drava,Gorica,3,1,H
21/10/06,Nafta,Celje,2,1,H
21/10/06,Koper,Maribor,2,2,D
22/10/06,Primorje,Domžale,0,2,A
22/10/06,Interblock,Bela krajina,1,1,D
28/10/06,Maribor,Primorje,2,0,H
28/10/06,Domžale,Nafta,6,2,H
29/10/06,Bela krajina,Labod Drava,2,4,A
29/10/06,Celje,Interblock,1,1,D
29/10/06,Gorica,Koper,1,0,H
04/11/06,Labod Drava,Celje,2,2,D
04/11/06,Nafta,Maribor,1,1,D
05/11/06,Primorje,Koper,0,0,D
05/11/06,Interblock,Domžale,2,2,D
05/11/06,Bela krajina,Gorica,1,1,D
