Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
21/08/93,Ljubljana,Izola,2,1,H
22/08/93,Slovan Mavrica,Jadran Dekani,0,0,D
22/08/93,Mura,Krka,5,0,H
22/08/93,Živila Naklo,Potrošnik Beltinci,2,1,H
22/08/93,Maribor,Optimizem Svoboda,0,1,A
22/08/93,Koper,Olimpija Ljubljana,0,0,D
22/08/93,Gorica,Rudar Velenje,1,0,H
22/08/93,Celje,Primorje,3,0,H
28/08/93,Krka,Celje,1,2,A
28/08/93,Izola,Olimpija Ljubljana,1,1,D
29/08/93,Optimizem Svoboda,Koper,1,1,D
29/08/93,Potrošnik Beltinci,Maribor,0,0,D
29/08/93,Rudar Velenje,Živila Naklo,1,2,A
29/08/93,Primorje,Gorica,4,2,H
29/08/93,Jadran Dekani,Mura,0,2,A
29/08/93,Ljubljana,Slovan Mavrica,1,0,H
04/09/93,Slovan Mavrica,Izola,1,1,D
05/09/93,Mura,Ljubljana,4,0,H
05/09/93,Gorica,Krka,3,1,H
05/09/93,Živila Naklo,Primorje,1,1,D
05/09/93,Maribor,Rudar Velenje,2,0,H
05/09/93,Koper,Potrošnik Beltinci,5,0,H
05/09/93,Olimpija Ljubljana,Optimizem Svoboda,5,0,H
05/09/93,Celje,Jadran Dekani,1,1,D
10/09/93,Ljubljana,Celje,0,0,D
11/09/93,Izola,Optimizem Svoboda,2,1,H
11/09/93,Primorje,Maribor,1,2,A
12/09/93,Krka,Živila Naklo,0,2,A
12/09/93,Slovan Mavrica,Mura,2,5,A
12/09/93,Jadran Dekani,Gorica,0,0,D
12/09/93,Potrošnik Beltinci,Olimpija Ljubljana,0,3,A
12/09/93,Rudar Velenje,Koper,2,2,D
18/09/93,Optimizem Svoboda,Potrošnik Beltinci,1,2,A
19/09/93,Celje,Slovan Mavrica,4,3,H
19/09/93,Mura,Izola,3,2,H
19/09/93,Gorica,Ljubljana,2,0,H
19/09/93,Živila Naklo,Jadran Dekani,5,2,H
19/09/93,Maribor,Krka,1,1,D
19/09/93,Koper,Primorje,3,1,H
