Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
15/08/92,Maribor,Nafta,1,1,D
15/08/92,Olimpija Ljubljana,Rudar Velenje,5,0,H
16/08/92,Celje,Železničar Maribor,2,1,H
16/08/92,Gorica,Koper,0,0,D
16/08/92,Potrošnik Beltinci,Ljubljana,1,5,A
16/08/92,Krka,Slovan Mavrica,1,0,H
16/08/92,Optimizem Svoboda,Mura,0,2,A
16/08/92,Izola,Steklar,3,3,D
16/08/92,Živila Naklo,Zagorje,0,2,A
22/08/92,Železničar Maribor,Živila Naklo,1,1,D
22/08/92,Ljubljana,Krka,1,0,H
23/08/92,Koper,Potrošnik Beltinci,1,0,H
23/08/92,Maribor,Gorica,3,0,H
23/08/92,Mura,Izola,0,0,D
23/08/92,Rudar Velenje,Optimizem Svoboda,4,0,H
23/08/92,Slovan Mavrica,Olimpija Ljubljana,1,4,A
23/08/92,Steklar,Celje,1,1,D
23/08/92,Nafta,Zagorje,3,0,H
29/08/92,Potrošnik Beltinci,Maribor,2,2,D
29/08/92,Olimpija Ljubljana,Ljubljana,5,1,H
30/08/92,Optimizem Svoboda,Slovan Mavrica,1,0,H
30/08/92,Izola,Rudar Velenje,0,1,A
30/08/92,Živila Naklo,Steklar,3,0,H
30/08/92,Zagorje,Železničar Maribor,3,1,H
30/08/92,Krka,Koper,0,0,D
30/08/92,Celje,Mura,0,1,A
30/08/92,Gorica,Nafta,1,2,A
02/09/92,Ljubljana,Optimizem Svoboda,2,1,H
06/09/92,Koper,Olimpija Ljubljana,1,1,D
06/09/92,Maribor,Krka,1,0,H
06/09/92,Gorica,Potrošnik Beltinci,1,0,H
06/09/92,Rudar Velenje,Celje,2,0,H
06/09/92,Nafta,Železničar Maribor,3,0,H
06/09/92,Steklar,Zagorje,0,0,D
06/09/92,Mura,Živila Naklo,0,1,A
06/09/92,Slovan Mavrica,Izola,0,1,A
12/09/92,Olimpija Ljubljana,Maribor,3,0,H
12/09/92,Izola,Ljubljana,1,1,D
13/09/92,Živila Naklo,Rudar Velenje,3,1,H
13/09/92,Zagorje,Mura,1,1,D
13/09/92,Železničar Maribor,Steklar,3,1,H
13/09/92,Optimizem Svoboda,Koper,0,0,D
13/09/92,Celje,Slovan Mavrica,1,0,H
13/09/92,Potrošnik Beltinci,Nafta,2,0,H
13/09/92,Krka,Gorica,2,2,D
19/09/92,Ljubljana,Celje,1,0,H
20/09/92,Nafta,Steklar,0,0,D
20/09/92,Mura,Železničar Maribor,1,0,H
20/09/92,Rudar Velenje,Zagorje,2,1,H
20/09/92,Slovan Mavrica,Živila Naklo,3,2,H
20/09/92,Koper,Izola,0,0,D
20/09/92,Maribor,Optimizem Svoboda,1,1,D
20/09/92,Gorica,Olimpija Ljubljana,2,2,D
20/09/92,Potrošnik Beltinci,Krka,0,2,A
26/09/92,Izola,Maribor,0,1,A
26/09/92,Olimpija Ljubljana,Potrošnik Beltinci,6,0,H
27/09/92,Optimizem Svoboda,Gorica,3,0,H
27/09/92,Živila Naklo,Ljubljana,2,1,H
27/09/92,Zagorje,Slovan Mavrica,1,1,D
27/09/92,Železničar Maribor,Rudar Velenje,3,0,H
27/09/92,Steklar,Mura,1,1,D
27/09/92,Celje,Koper,3,0,H
27/09/92,Krka,Nafta,1,1,D
03/10/92,Potrošnik Beltinci,Optimizem Svoboda,1,4,A
03/10/92,Ljubljana,Zagorje,1,0,H
04/10/92,Koper,Živila Naklo,0,0,D
04/10/92,Gorica,Izola,1,0,H
04/10/92,Krka,Olimpija Ljubljana,1,0,H
04/10/92,Maribor,Celje,4,0,H
04/10/92,Nafta,Mura,2,4,A
04/10/92,Rudar Velenje,Steklar,4,1,H
04/10/92,Slovan Mavrica,Železničar Maribor,2,1,H
07/10/92,Celje,Gorica,3,1,H
07/10/92,Olimpija Ljubljana,Nafta,4,0,H
07/10/92,Optimizem Svoboda,Krka,0,0,D
07/10/92,Izola,Potrošnik Beltinci,3,3,D
07/10/92,Živila Naklo,Maribor,0,3,A
07/10/92,Zagorje,Koper,2,0,H
07/10/92,Železničar Maribor,Ljubljana,1,1,D
07/10/92,Steklar,Slovan Mavrica,3,2,H
07/10/92,Mura,Rudar Velenje,3,0,H
11/10/92,Potrošnik Beltinci,Celje,2,2,D
11/10/92,Nafta,Rudar Velenje,0,3,A
11/10/92,Slovan Mavrica,Mura,5,1,H
11/10/92,Ljubljana,Steklar,3,0,H
11/10/92,Koper,Železničar Maribor,1,0,H
11/10/92,Maribor,Zagorje,3,1,H
11/10/92,Gorica,Živila Naklo,5,2,H
11/10/92,Krka,Izola,2,1,H
11/10/92,Olimpija Ljubljana,Optimizem Svoboda,0,0,D
18/10/92,Optimizem Svoboda,Nafta,3,0,H
18/10/92,Izola,Olimpija Ljubljana,1,2,A
18/10/92,Živila Naklo,Potrošnik Beltinci,3,1,H
18/10/92,Zagorje,Gorica,1,0,H
18/10/92,Železničar Maribor,Maribor,0,0,D
18/10/92,Steklar,Koper,2,2,D
18/10/92,Mura,Ljubljana,0,0,D
18/10/92,Rudar Velenje,Slovan Mavrica,0,0,D
18/10/92,Celje,Krka,0,1,A
24/10/92,Ljubljana,Rudar Velenje,2,0,H
25/10/92,Krka,Živila Naklo,1,1,D
25/10/92,Optimizem Svoboda,Izola,2,0,H
25/10/92,Koper,Mura,1,3,A
25/10/92,Maribor,Steklar,1,1,D
25/10/92,Gorica,Železničar Maribor,5,0,H
25/10/92,Potrošnik Beltinci,Zagorje,1,2,A
25/10/92,Olimpija Ljubljana,Celje,3,0,H
25/10/92,Nafta,Slovan Mavrica,2,2,D
31/10/92,Slovan Mavrica,Ljubljana,1,1,D
31/10/92,Celje,Optimizem Svoboda,2,1,H
31/10/92,Izola,Nafta,2,0,H
31/10/92,Živila Naklo,Olimpija Ljubljana,1,0,H
31/10/92,Zagorje,Krka,0,0,D
31/10/92,Železničar Maribor,Potrošnik Beltinci,1,0,H
31/10/92,Steklar,Gorica,0,0,D
31/10/92,Mura,Maribor,2,0,H
31/10/92,Rudar Velenje,Koper,6,3,H
08/11/92,Izola,Celje,2,0,H
08/11/92,Nafta,Ljubljana,2,3,A
08/11/92,Koper,Slovan Mavrica,1,1,D
08/11/92,Maribor,Rudar Velenje,2,0,H
08/11/92,Gorica,Mura,0,1,A
08/11/92,Potrošnik Beltinci,Steklar,1,3,A
08/11/92,Optimizem Svoboda,Živila Naklo,3,1,H
08/11/92,Krka,Železničar Maribor,2,0,H
08/11/92,Olimpija Ljubljana,Zagorje,2,1,H
14/11/92,Mura,Potrošnik Beltinci,0,2,A
14/11/92,Rudar Velenje,Gorica,3,1,H
14/11/92,Slovan Mavrica,Maribor,1,1,D
14/11/92,Živila Naklo,Izola,3,1,H
14/11/92,Zagorje,Optimizem Svoboda,2,2,D
15/11/92,Železničar Maribor,Olimpija Ljubljana,0,0,D
15/11/92,Steklar,Krka,1,2,A
15/11/92,Ljubljana,Koper,1,1,D
15/11/92,Celje,Nafta,1,0,H
22/11/92,Optimizem Svoboda,Železničar Maribor,2,0,H
22/11/92,Izola,Zagorje,2,0,H
22/11/92,Celje,Živila Naklo,2,2,D
22/11/92,Nafta,Koper,0,0,D
22/11/92,Maribor,Ljubljana,3,0,H
22/11/92,Gorica,Slovan Mavrica,2,1,H
22/11/92,Potrošnik Beltinci,Rudar Velenje,2,0,H
22/11/92,Olimpija Ljubljana,Steklar,8,0,H
22/11/92,Krka,Mura,1,1,D
28/11/92,Mura,Olimpija Ljubljana,1,1,D
28/11/92,Slovan Mavrica,Potrošnik Beltinci,6,2,H
29/11/92,Ljubljana,Gorica,3,0,H
29/11/92,Koper,Maribor,2,1,H
29/11/92,Rudar Velenje,Krka,2,0,H
29/11/92,Zagorje,Celje,1,0,H
29/11/92,Živila Naklo,Nafta,3,1,H
29/11/92,Železničar Maribor,Izola,3,1,H
29/11/92,Steklar,Optimizem Svoboda,0,1,A
06/03/93,Ljubljana,Potrošnik Beltinci,0,2,A
07/03/93,Slovan Mavrica,Krka,2,1,H
07/03/93,Rudar Velenje,Olimpija Ljubljana,0,3,A
