Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
16/07/10,Koper,Primorje,4,1,H
17/07/10,Celje,Domžale,0,1,A
18/07/10,Olimpija Ljubljana,Rudar Velenje,1,3,A
18/07/10,Maribor,Triglav Kranj,5,0,H
18/07/10,Gorica,Nafta,1,0,H
24/07/10,Triglav Kranj,Celje,1,1,D
24/07/10,Nafta,Primorje,2,1,H
24/07/10,Domžale,Koper,2,0,H
25/07/10,Rudar Velenje,Maribor,0,0,D
25/07/10,Gorica,Olimpija Ljubljana,2,2,D
31/07/10,Primorje,Domžale,0,0,D
31/07/10,Celje,Rudar Velenje,5,1,H
31/07/10,Koper,Triglav Kranj,1,1,D
01/08/10,Maribor,Gorica,3,1,H
02/08/10,Olimpija Ljubljana,Nafta,0,1,A
07/08/10,Nafta,Domžale,3,2,H
07/08/10,Rudar Velenje,Koper,2,1,H
07/08/10,Gorica,Celje,3,3,D
08/08/10,Triglav Kranj,Primorje,3,2,H
29/09/10,Olimpija Ljubljana,Maribor,0,1,A
14/08/10,Maribor,Nafta,3,1,H
14/08/10,Celje,Olimpija Ljubljana,1,1,D
14/08/10,Koper,Gorica,1,0,H
14/08/10,Domžale,Triglav Kranj,3,0,H
15/08/10,Primorje,Rudar Velenje,1,1,D
21/08/10,Nafta,Triglav Kranj,2,1,H
21/08/10,Gorica,Primorje,3,2,H
21/08/10,Rudar Velenje,Domžale,0,1,A
22/08/10,Maribor,Celje,2,0,H
22/08/10,Olimpija Ljubljana,Koper,1,2,A
28/08/10,Celje,Nafta,2,4,A
28/08/10,Domžale,Gorica,1,0,H
29/08/10,Triglav Kranj,Rudar Velenje,1,0,H
29/08/10,Primorje,Olimpija Ljubljana,5,1,H
29/08/10,Koper,Maribor,0,1,A
10/09/10,Nafta,Rudar Velenje,3,3,D
10/09/10,Gorica,Triglav Kranj,2,1,H
10/09/10,Olimpija Ljubljana,Domžale,0,1,A
11/09/10,Maribor,Primorje,1,1,D
11/09/10,Celje,Koper,2,1,H
18/09/10,Koper,Nafta,0,3,A
18/09/10,Rudar Velenje,Gorica,1,2,A
19/09/10,Triglav Kranj,Olimpija Ljubljana,0,5,A
09/10/10,Domžale,Maribor,0,1,A
10/10/10,Primorje,Celje,2,0,H
22/09/10,Triglav Kranj,Maribor,2,2,D
22/09/10,Primorje,Koper,3,1,H
22/09/10,Nafta,Gorica,3,0,H
22/09/10,Rudar Velenje,Olimpija Ljubljana,1,1,D
22/09/10,Domžale,Celje,1,0,H
25/09/10,Koper,Domžale,2,0,H
25/09/10,Celje,Triglav Kranj,1,1,D
25/09/10,Olimpija Ljubljana,Gorica,0,0,D
25/09/10,Maribor,Rudar Velenje,3,1,H
26/09/10,Primorje,Nafta,4,2,H
02/10/10,Gorica,Maribor,0,2,A
02/10/10,Rudar Velenje,Celje,3,2,H
02/10/10,Domžale,Primorje,4,1,H
02/10/10,Nafta,Olimpija Ljubljana,2,3,A
03/10/10,Triglav Kranj,Koper,0,0,D
16/10/10,Celje,Gorica,1,0,H
16/10/10,Domžale,Nafta,1,1,D
16/10/10,Koper,Rudar Velenje,2,1,H
16/10/10,Maribor,Olimpija Ljubljana,0,0,D
27/10/10,Primorje,Triglav Kranj,0,3,A
23/10/10,Nafta,Maribor,0,2,A
23/10/10,Olimpija Ljubljana,Celje,1,0,H
23/10/10,Gorica,Koper,2,2,D
23/10/10,Rudar Velenje,Primorje,3,1,H
24/10/10,Triglav Kranj,Domžale,1,3,A
30/10/10,Celje,Maribor,0,4,A
30/10/10,Koper,Olimpija Ljubljana,2,0,H
31/10/10,Primorje,Gorica,0,2,A
31/10/10,Triglav Kranj,Nafta,2,0,H
31/10/10,Domžale,Rudar Velenje,2,3,A
06/11/10,Nafta,Celje,2,2,D
06/11/10,Gorica,Domžale,0,3,A
06/11/10,Rudar Velenje,Triglav Kranj,5,0,H
06/11/10,Maribor,Koper,2,0,H
06/11/10,Olimpija Ljubljana,Primorje,3,0,H
13/11/10,Rudar Velenje,Nafta,0,0,D
13/11/10,Koper,Celje,7,3,H
14/11/10,Primorje,Maribor,0,0,D
14/11/10,Triglav Kranj,Gorica,2,0,H
14/11/10,Domžale,Olimpija Ljubljana,2,1,H
20/11/10,Celje,Primorje,3,0,H
20/11/10,Gorica,Rudar Velenje,1,1,D
20/11/10,Nafta,Koper,0,2,A
20/11/10,Olimpija Ljubljana,Triglav Kranj,1,0,H
20/11/10,Maribor,Domžale,1,1,D
27/11/10,Gorica,Nafta,1,0,H
27/11/10,Maribor,Triglav Kranj,3,1,H
27/11/10,Koper,Primorje,2,1,H
20/02/11,Celje,Domžale,0,0,D
22/02/11,Olimpija Ljubljana,Rudar Velenje,2,2,D
26/02/11,Rudar Velenje,Maribor,2,4,A
26/02/11,Nafta,Primorje,1,2,A
26/02/11,Domžale,Koper,1,2,A
26/02/11,Gorica,Olimpija Ljubljana,1,3,A
27/02/11,Triglav Kranj,Celje,0,0,D
05/03/11,Celje,Rudar Velenje,1,0,H
05/03/11,Koper,Triglav Kranj,0,1,A
05/03/11,Olimpija Ljubljana,Nafta,2,0,H
05/03/11,Maribor,Gorica,1,2,A
06/03/11,Primorje,Domžale,0,0,D
12/03/11,Nafta,Domžale,2,3,A
