Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
30/07/95,Relax Korotan,Izola,2,0,H
30/07/95,Celje,Maribor,3,3,D
30/07/95,Mura,Potrošnik Beltinci,1,1,D
30/07/95,Primorje,Gorica,1,4,A
30/07/95,Olimpija Ljubljana,Rudar Velenje,1,1,D
05/08/95,Gorica,Olimpija Ljubljana,2,1,H
05/08/95,Maribor,Mura,1,2,A
06/08/95,Izola,Rudar Velenje,0,1,A
06/08/95,Potrošnik Beltinci,Primorje,0,3,A
06/08/95,Relax Korotan,Celje,3,2,H
13/08/95,Primorje,Maribor,1,0,H
13/08/95,Celje,Izola,5,1,H
13/08/95,Mura,Relax Korotan,2,0,H
13/08/95,Rudar Velenje,Gorica,1,1,D
13/08/95,Olimpija Ljubljana,Potrošnik Beltinci,5,0,H
18/08/95,Maribor,Olimpija Ljubljana,5,1,H
20/08/95,Celje,Mura,1,1,D
20/08/95,Potrošnik Beltinci,Rudar Velenje,0,2,A
20/08/95,Izola,Gorica,0,2,A
20/08/95,Relax Korotan,Primorje,0,0,D
26/08/95,Primorje,Celje,3,1,H
27/08/95,Olimpija Ljubljana,Relax Korotan,2,1,H
27/08/95,Rudar Velenje,Maribor,2,0,H
27/08/95,Mura,Izola,4,0,H
27/08/95,Gorica,Potrošnik Beltinci,0,0,D
02/09/95,Mura,Primorje,1,1,D
02/09/95,Izola,Potrošnik Beltinci,0,2,A
02/09/95,Celje,Olimpija Ljubljana,1,1,D
02/09/95,Relax Korotan,Rudar Velenje,2,0,H
02/09/95,Maribor,Gorica,1,0,H
09/09/95,Potrošnik Beltinci,Maribor,0,0,D
09/09/95,Olimpija Ljubljana,Mura,1,2,A
10/09/95,Rudar Velenje,Celje,0,1,A
10/09/95,Gorica,Relax Korotan,2,0,H
10/09/95,Primorje,Izola,6,0,H
17/09/95,Izola,Maribor,2,2,D
17/09/95,Mura,Rudar Velenje,1,1,D
17/09/95,Relax Korotan,Potrošnik Beltinci,1,1,D
17/09/95,Primorje,Olimpija Ljubljana,0,3,A
17/09/95,Celje,Gorica,2,1,H
22/09/95,Maribor,Relax Korotan,1,2,A
23/09/95,Olimpija Ljubljana,Izola,10,0,H
24/09/95,Rudar Velenje,Primorje,2,0,H
24/09/95,Potrošnik Beltinci,Celje,1,2,A
