Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
20/07/07,Interblock,Nafta,1,0,H
21/07/07,Celje,Primorje,2,1,H
22/07/07,Labod Drava,Maribor,1,3,A
22/07/07,Koper,Livar,2,0,H
22/07/07,Gorica,Domžale,1,1,D
27/07/07,Interblock,Celje,1,1,D
28/07/07,Nafta,Livar,3,1,H
28/07/07,Maribor,Gorica,2,1,H
28/07/07,Domžale,Koper,0,0,D
29/07/07,Primorje,Labod Drava,2,1,H
04/08/07,Celje,Nafta,0,0,D
05/08/07,Labod Drava,Interblock,2,0,H
05/08/07,Koper,Maribor,2,1,H
06/08/07,Gorica,Primorje,1,0,H
15/08/07,Livar,Domžale,0,1,A
10/08/07,Interblock,Gorica,0,1,A
11/08/07,Nafta,Domžale,0,6,A
11/08/07,Maribor,Livar,3,2,H
11/08/07,Celje,Labod Drava,6,0,H
12/08/07,Primorje,Koper,2,0,H
18/08/07,Koper,Interblock,1,1,D
18/08/07,Domžale,Maribor,4,0,H
19/08/07,Livar,Primorje,0,5,A
19/08/07,Labod Drava,Nafta,2,2,D
19/08/07,Gorica,Celje,0,0,D
24/08/07,Interblock,Livar,5,1,H
25/08/07,Nafta,Maribor,1,1,D
25/08/07,Celje,Koper,0,1,A
26/08/07,Labod Drava,Gorica,1,0,H
26/08/07,Primorje,Domžale,0,2,A
01/09/07,Gorica,Nafta,3,4,A
01/09/07,Koper,Labod Drava,2,1,H
01/09/07,Maribor,Primorje,0,0,D
01/09/07,Domžale,Interblock,2,1,H
02/09/07,Livar,Celje,1,2,A
15/09/07,Nafta,Primorje,2,1,H
15/09/07,Celje,Domžale,2,0,H
15/09/07,Gorica,Koper,2,3,A
16/09/07,Labod Drava,Livar,1,3,A
16/09/07,Interblock,Maribor,0,1,A
22/09/07,Koper,Nafta,1,1,D
22/09/07,Livar,Gorica,0,1,A
22/09/07,Primorje,Interblock,2,0,H
22/09/07,Domžale,Labod Drava,4,1,H
23/09/07,Maribor,Celje,0,1,A
26/09/07,Nafta,Interblock,1,3,A
26/09/07,Primorje,Celje,0,2,A
26/09/07,Livar,Koper,1,6,A
26/09/07,Maribor,Labod Drava,1,3,A
26/09/07,Domžale,Gorica,2,3,A
29/09/07,Labod Drava,Primorje,3,2,H
29/09/07,Livar,Nafta,1,1,D
29/09/07,Koper,Domžale,2,3,A
29/09/07,Celje,Interblock,1,2,A
30/09/07,Gorica,Maribor,3,2,H
03/10/07,Nafta,Celje,2,0,H
03/10/07,Interblock,Labod Drava,4,1,H
03/10/07,Primorje,Gorica,1,2,A
03/10/07,Maribor,Koper,3,3,D
03/10/07,Domžale,Livar,2,1,H
06/10/07,Gorica,Interblock,1,0,H
06/10/07,Domžale,Nafta,5,0,H
07/10/07,Livar,Maribor,0,6,A
07/10/07,Koper,Primorje,1,1,D
07/10/07,Labod Drava,Celje,0,2,A
19/10/07,Celje,Gorica,0,2,A
20/10/07,Interblock,Koper,2,2,D
20/10/07,Nafta,Labod Drava,1,1,D
20/10/07,Maribor,Domžale,0,1,A
21/10/07,Primorje,Livar,4,2,H
27/10/07,Maribor,Nafta,3,3,D
27/10/07,Koper,Celje,4,2,H
27/10/07,Domžale,Primorje,2,1,H
27/10/07,Gorica,Labod Drava,1,1,D
28/10/07,Livar,Interblock,1,2,A
31/10/07,Nafta,Gorica,1,1,D
31/10/07,Labod Drava,Koper,1,0,H
31/10/07,Interblock,Domžale,0,2,A
31/10/07,Primorje,Maribor,0,0,D
31/10/07,Celje,Livar,1,2,A
03/11/07,Koper,Gorica,1,0,H
03/11/07,Maribor,Interblock,0,1,A
03/11/07,Domžale,Celje,2,1,H
04/11/07,Livar,Labod Drava,4,2,H
04/11/07,Primorje,Nafta,1,2,A
10/11/07,Nafta,Koper,2,0,H
10/11/07,Interblock,Primorje,1,0,H
10/11/07,Celje,Maribor,0,2,A
10/11/07,Gorica,Livar,1,1,D
11/11/07,Labod Drava,Domžale,0,0,D
24/11/07,Interblock,Nafta,1,1,D
24/11/07,Koper,Livar,4,0,H
24/11/07,Gorica,Domžale,2,0,H
25/11/07,Labod Drava,Maribor,1,2,A
25/11/07,Celje,Primorje,0,2,A
01/12/07,Nafta,Livar,4,2,H
01/12/07,Interblock,Celje,1,1,D
01/12/07,Maribor,Gorica,0,3,A
01/12/07,Domžale,Koper,1,1,D
02/12/07,Primorje,Labod Drava,1,1,D
01/03/08,Koper,Maribor,1,1,D
01/03/08,Gorica,Primorje,1,3,A
02/03/08,Livar,Domžale,1,2,A
02/03/08,Celje,Nafta,2,0,H
02/03/08,Labod Drava,Interblock,0,2,A
08/03/08,Nafta,Domžale,0,0,D
08/03/08,Interblock,Gorica,3,0,H
08/03/08,Maribor,Livar,3,2,H
08/03/08,Celje,Labod Drava,0,2,A
09/03/08,Primorje,Koper,4,0,H
15/03/08,Koper,Interblock,2,1,H
15/03/08,Gorica,Celje,0,0,D
15/03/08,Domžale,Maribor,0,0,D
16/03/08,Livar,Primorje,3,0,H
16/03/08,Labod Drava,Nafta,2,1,H
22/03/08,Primorje,Domžale,0,0,D
22/03/08,Interblock,Livar,1,0,H
22/03/08,Labod Drava,Gorica,1,3,A
22/03/08,Nafta,Maribor,0,1,A
02/04/08,Celje,Koper,0,2,A
29/03/08,Maribor,Primorje,1,1,D
29/03/08,Koper,Labod Drava,2,3,A
29/03/08,Domžale,Interblock,1,2,A
29/03/08,Gorica,Nafta,4,1,H
30/03/08,Livar,Celje,1,5,A
05/04/08,Nafta,Primorje,2,1,H
05/04/08,Interblock,Maribor,1,0,H
05/04/08,Celje,Domžale,0,1,A
05/04/08,Gorica,Koper,2,4,A
06/04/08,Labod Drava,Livar,3,1,H
09/04/08,Koper,Nafta,3,1,H
09/04/08,Livar,Gorica,3,3,D
09/04/08,Primorje,Interblock,0,2,A
09/04/08,Maribor,Celje,5,2,H
09/04/08,Domžale,Labod Drava,2,1,H
12/04/08,Nafta,Interblock,1,0,H
12/04/08,Maribor,Labod Drava,1,0,H
12/04/08,Domžale,Gorica,1,1,D
13/04/08,Livar,Koper,1,2,A
13/04/08,Primorje,Celje,5,0,H
19/04/08,Koper,Domžale,2,2,D
19/04/08,Celje,Interblock,2,1,H
20/04/08,Livar,Nafta,0,1,A
20/04/08,Labod Drava,Primorje,1,0,H
20/04/08,Gorica,Maribor,2,1,H
26/04/08,Nafta,Celje,0,0,D
26/04/08,Interblock,Labod Drava,1,2,A
26/04/08,Maribor,Koper,3,3,D
26/04/08,Domžale,Livar,1,1,D
27/04/08,Primorje,Gorica,1,0,H
03/05/08,Koper,Primorje,2,1,H
03/05/08,Domžale,Nafta,2,0,H
04/05/08,Labod Drava,Celje,1,2,A
04/05/08,Livar,Maribor,0,3,A
04/05/08,Gorica,Interblock,2,2,D
07/05/08,Nafta,Labod Drava,1,0,H
07/05/08,Interblock,Koper,1,2,A
07/05/08,Primorje,Livar,3,0,H
07/05/08,Maribor,Domžale,0,1,A
07/05/08,Celje,Gorica,4,2,H
10/05/08,Koper,Celje,2,0,H
10/05/08,Livar,Interblock,2,2,D
10/05/08,Domžale,Primorje,3,2,H
10/05/08,Maribor,Nafta,3,1,H
10/05/08,Gorica,Labod Drava,1,0,H
17/05/08,Nafta,Gorica,1,2,A
17/05/08,Celje,Livar,1,0,H
18/05/08,Labod Drava,Koper,2,1,H
18/05/08,Primorje,Maribor,1,0,H
19/05/08,Interblock,Domžale,2,3,A
24/05/08,Primorje,Nafta,2,1,H
24/05/08,Koper,Gorica,4,3,H
24/05/08,Maribor,Interblock,1,1,D
24/05/08,Domžale,Celje,4,0,H
24/05/08,Livar,Labod Drava,0,3,A
31/05/08,Nafta,Koper,1,0,H
31/05/08,Gorica,Livar,6,1,H
31/05/08,Labod Drava,Domžale,0,6,A
31/05/08,Celje,Maribor,0,2,A
31/05/08,Interblock,Primorje,1,2,A
