Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
17/07/15,Maribor,Zavrč,1,1,D
18/07/15,Rudar Velenje,Krka,0,1,A
18/07/15,Olimpija Ljubljana,Gorica,4,1,H
19/07/15,Krško,Celje,1,0,H
19/07/15,Koper,Domžale,2,3,A
24/07/15,Gorica,Rudar Velenje,2,1,H
24/07/15,Zavrč,Olimpija Ljubljana,0,0,D
25/07/15,Domžale,Maribor,0,1,A
26/07/15,Krško,Koper,1,0,H
26/07/15,Celje,Krka,1,1,D
01/08/15,Maribor,Krško,4,1,H
01/08/15,Rudar Velenje,Zavrč,1,3,A
01/08/15,Olimpija Ljubljana,Domžale,0,2,A
02/08/15,Krka,Gorica,1,2,A
02/08/15,Koper,Celje,1,1,D
07/08/15,Celje,Gorica,2,3,A
07/08/15,Zavrč,Krka,0,1,A
07/08/15,Koper,Maribor,2,1,H
08/08/15,Domžale,Rudar Velenje,0,2,A
08/08/15,Krško,Olimpija Ljubljana,0,2,A
11/08/15,Gorica,Zavrč,3,0,H
12/08/15,Olimpija Ljubljana,Koper,4,1,H
12/08/15,Rudar Velenje,Krško,1,1,D
12/08/15,Krka,Domžale,0,4,A
12/08/15,Maribor,Celje,1,0,H
15/08/15,Krško,Krka,0,0,D
15/08/15,Koper,Rudar Velenje,1,1,D
15/08/15,Domžale,Gorica,2,3,A
16/08/15,Maribor,Olimpija Ljubljana,0,3,A
17/08/15,Celje,Zavrč,2,1,H
21/08/15,Zavrč,Domžale,0,0,D
22/08/15,Rudar Velenje,Maribor,0,0,D
23/08/15,Krka,Koper,2,4,A
23/08/15,Gorica,Krško,3,1,H
23/08/15,Olimpija Ljubljana,Celje,6,0,H
29/08/15,Maribor,Krka,2,2,D
29/08/15,Celje,Domžale,0,3,A
29/08/15,Krško,Zavrč,0,1,A
29/08/15,Koper,Gorica,1,3,A
30/08/15,Olimpija Ljubljana,Rudar Velenje,5,0,H
11/09/15,Krka,Olimpija Ljubljana,1,3,A
11/09/15,Zavrč,Koper,1,0,H
12/09/15,Gorica,Maribor,1,4,A
12/09/15,Rudar Velenje,Celje,4,0,H
13/09/15,Domžale,Krško,2,0,H
18/09/15,Celje,Krško,0,0,D
19/09/15,Krka,Rudar Velenje,0,0,D
19/09/15,Gorica,Olimpija Ljubljana,0,3,A
19/09/15,Zavrč,Maribor,2,1,H
20/09/15,Domžale,Koper,1,0,H
23/09/15,Krka,Celje,1,0,H
23/09/15,Rudar Velenje,Gorica,1,0,H
23/09/15,Olimpija Ljubljana,Zavrč,0,2,A
23/09/15,Maribor,Domžale,1,1,D
23/09/15,Koper,Krško,4,0,H
26/09/15,Celje,Koper,1,1,D
26/09/15,Domžale,Olimpija Ljubljana,1,1,D
26/09/15,Zavrč,Rudar Velenje,3,2,H
