Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
20/07/03,Mura,Koroška Dravograd,3,1,H
20/07/03,Primorje,Šmartno,3,2,H
20/07/03,Labod Drava,Domžale,0,2,A
20/07/03,Celje,Gorica,2,1,H
20/07/03,Olimpija Ljubljana,Maribor,6,1,H
22/07/03,Koper,Ljubljana,1,0,H
26/07/03,Gorica,Šmartno,3,1,H
26/07/03,Maribor,Labod Drava,4,1,H
27/07/03,Celje,Mura,3,2,H
27/07/03,Koroška Dravograd,Olimpija Ljubljana,1,0,H
27/07/03,Ljubljana,Primorje,0,4,A
13/08/03,Domžale,Koper,0,3,A
02/08/03,Olimpija Ljubljana,Celje,2,2,D
03/08/03,Labod Drava,Koroška Dravograd,3,1,H
03/08/03,Šmartno,Ljubljana,3,1,H
03/08/03,Koper,Maribor,0,1,A
03/08/03,Mura,Gorica,2,2,D
03/08/03,Primorje,Domžale,6,0,H
08/08/03,Gorica,Ljubljana,5,0,H
09/08/03,Mura,Olimpija Ljubljana,0,4,A
09/08/03,Domžale,Šmartno,2,1,H
10/08/03,Celje,Labod Drava,3,1,H
10/08/03,Koroška Dravograd,Koper,0,1,A
10/08/03,Maribor,Primorje,2,1,H
17/08/03,Primorje,Koroška Dravograd,2,2,D
17/08/03,Šmartno,Maribor,0,0,D
17/08/03,Labod Drava,Mura,2,3,A
17/08/03,Koper,Celje,0,0,D
17/08/03,Ljubljana,Domžale,3,0,H
17/08/03,Olimpija Ljubljana,Gorica,0,3,A
22/08/03,Olimpija Ljubljana,Labod Drava,1,0,H
23/08/03,Gorica,Domžale,3,0,H
24/08/03,Mura,Koper,0,1,A
24/08/03,Celje,Primorje,2,4,A
24/08/03,Koroška Dravograd,Šmartno,1,4,A
24/08/03,Maribor,Ljubljana,2,1,H
30/08/03,Primorje,Mura,4,0,H
31/08/03,Koper,Olimpija Ljubljana,1,1,D
31/08/03,Šmartno,Celje,2,0,H
31/08/03,Labod Drava,Gorica,2,4,A
31/08/03,Domžale,Maribor,0,1,A
31/08/03,Ljubljana,Koroška Dravograd,1,3,A
12/09/03,Celje,Ljubljana,3,1,H
12/09/03,Olimpija Ljubljana,Primorje,1,0,H
13/09/03,Koroška Dravograd,Domžale,1,5,A
13/09/03,Gorica,Maribor,2,0,H
14/09/03,Mura,Šmartno,3,1,H
14/09/03,Labod Drava,Koper,1,1,D
20/09/03,Šmartno,Olimpija Ljubljana,1,1,D
21/09/03,Koper,Gorica,2,0,H
21/09/03,Primorje,Labod Drava,0,0,D
21/09/03,Domžale,Celje,1,5,A
21/09/03,Ljubljana,Mura,0,4,A
21/09/03,Maribor,Koroška Dravograd,1,0,H
27/09/03,Koper,Primorje,0,2,A
27/09/03,Gorica,Koroška Dravograd,1,1,D
28/09/03,Mura,Domžale,3,1,H
28/09/03,Labod Drava,Šmartno,0,0,D
28/09/03,Olimpija Ljubljana,Ljubljana,0,0,D
28/09/03,Celje,Maribor,1,2,A
04/10/03,Primorje,Gorica,2,2,D
05/10/03,Šmartno,Koper,0,0,D
05/10/03,Koroška Dravograd,Celje,2,1,H
05/10/03,Domžale,Olimpija Ljubljana,2,1,H
05/10/03,Ljubljana,Labod Drava,0,0,D
05/10/03,Maribor,Mura,3,3,D
18/10/03,Maribor,Olimpija Ljubljana,0,0,D
18/10/03,Gorica,Celje,1,4,A
19/10/03,Šmartno,Primorje,1,1,D
19/10/03,Koroška Dravograd,Mura,2,2,D
19/10/03,Domžale,Labod Drava,3,2,H
19/10/03,Ljubljana,Koper,1,4,A
25/10/03,Koper,Domžale,2,1,H
26/10/03,Mura,Celje,3,2,H
26/10/03,Primorje,Ljubljana,3,0,H
26/10/03,Labod Drava,Maribor,1,1,D
26/10/03,Šmartno,Gorica,0,0,D
29/10/03,Olimpija Ljubljana,Koroška Dravograd,4,0,H
31/10/03,Maribor,Koper,1,0,H
02/11/03,Koroška Dravograd,Labod Drava,1,3,A
02/11/03,Domžale,Primorje,0,0,D
02/11/03,Ljubljana,Šmartno,2,3,A
02/11/03,Gorica,Mura,6,1,H
02/11/03,Celje,Olimpija Ljubljana,1,2,A
05/11/03,Labod Drava,Celje,0,3,A
05/11/03,Šmartno,Domžale,2,3,A
05/11/03,Primorje,Maribor,0,0,D
05/11/03,Koper,Koroška Dravograd,3,0,H
05/11/03,Ljubljana,Gorica,1,1,D
