Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
20/07/18,Aluminij,Celje,2,1,H
21/07/18,Mura,Triglav Kranj,1,1,D
21/07/18,Gorica,Olimpija Ljubljana,2,0,H
22/07/18,Rudar Velenje,Maribor,0,5,A
22/07/18,Domžale,Krško,2,0,H
27/07/18,Celje,Gorica,2,2,D
28/07/18,Triglav Kranj,Aluminij,1,3,A
29/07/18,Maribor,Mura,0,0,D
29/07/18,Domžale,Rudar Velenje,3,1,H
29/07/18,Krško,Olimpija Ljubljana,0,0,D
05/08/18,Aluminij,Maribor,2,5,A
05/08/18,Mura,Domžale,5,1,H
05/08/18,Olimpija Ljubljana,Celje,2,2,D
06/08/18,Rudar Velenje,Krško,1,1,D
06/08/18,Gorica,Triglav Kranj,1,1,D
11/08/18,Krško,Celje,1,1,D
12/08/18,Triglav Kranj,Olimpija Ljubljana,0,4,A
12/08/18,Maribor,Gorica,5,0,H
12/08/18,Domžale,Aluminij,3,1,H
13/08/18,Rudar Velenje,Mura,3,2,H
18/08/18,Celje,Triglav Kranj,1,3,A
18/08/18,Aluminij,Rudar Velenje,3,0,H
19/08/18,Mura,Krško,0,1,A
19/08/18,Gorica,Domžale,1,0,H
19/08/18,Olimpija Ljubljana,Maribor,0,3,A
25/08/18,Krško,Triglav Kranj,1,1,D
26/08/18,Mura,Aluminij,3,2,H
26/08/18,Domžale,Olimpija Ljubljana,1,2,A
26/08/18,Maribor,Celje,1,1,D
29/08/18,Rudar Velenje,Gorica,0,2,A
31/08/18,Aluminij,Krško,1,0,H
31/08/18,Celje,Domžale,0,0,D
02/09/18,Triglav Kranj,Maribor,1,5,A
02/09/18,Gorica,Mura,2,2,D
02/09/18,Olimpija Ljubljana,Rudar Velenje,5,0,H
15/09/18,Aluminij,Gorica,0,0,D
15/09/18,Rudar Velenje,Celje,0,1,A
15/09/18,Krško,Maribor,0,2,A
16/09/18,Mura,Olimpija Ljubljana,0,2,A
16/09/18,Domžale,Triglav Kranj,1,2,A
22/09/18,Gorica,Krško,1,0,H
22/09/18,Maribor,Domžale,2,2,D
23/09/18,Triglav Kranj,Rudar Velenje,1,2,A
23/09/18,Celje,Mura,1,0,H
23/09/18,Olimpija Ljubljana,Aluminij,3,1,H
26/09/18,Krško,Domžale,0,4,A
27/09/18,Triglav Kranj,Mura,3,0,H
27/09/18,Maribor,Rudar Velenje,3,0,H
27/09/18,Celje,Aluminij,1,1,D
27/09/18,Olimpija Ljubljana,Gorica,2,2,D
30/09/18,Mura,Maribor,4,1,H
30/09/18,Rudar Velenje,Domžale,2,1,H
30/09/18,Olimpija Ljubljana,Krško,1,1,D
01/10/18,Gorica,Celje,1,1,D
01/10/18,Aluminij,Triglav Kranj,2,0,H
05/10/18,Krško,Rudar Velenje,0,0,D
06/10/18,Domžale,Mura,2,2,D
06/10/18,Maribor,Aluminij,2,1,H
06/10/18,Celje,Olimpija Ljubljana,1,3,A
07/10/18,Triglav Kranj,Gorica,2,4,A
20/10/18,Mura,Rudar Velenje,2,1,H
20/10/18,Gorica,Maribor,0,3,A
20/10/18,Aluminij,Domžale,0,0,D
21/10/18,Celje,Krško,2,1,H
21/10/18,Olimpija Ljubljana,Triglav Kranj,2,0,H
27/10/18,Triglav Kranj,Celje,1,2,A
27/10/18,Maribor,Olimpija Ljubljana,1,2,A
28/10/18,Krško,Mura,2,0,H
28/10/18,Rudar Velenje,Aluminij,3,2,H
07/11/18,Domžale,Gorica,3,1,H
03/11/18,Gorica,Rudar Velenje,2,2,D
04/11/18,Triglav Kranj,Krško,4,3,H
04/11/18,Celje,Maribor,0,5,A
04/11/18,Olimpija Ljubljana,Domžale,4,4,D
04/11/18,Aluminij,Mura,0,2,A
10/11/18,Mura,Gorica,1,0,H
10/11/18,Maribor,Triglav Kranj,4,1,H
11/11/18,Domžale,Celje,1,1,D
11/11/18,Rudar Velenje,Olimpija Ljubljana,1,2,A
11/11/18,Krško,Aluminij,1,3,A
23/11/18,Olimpija Ljubljana,Mura,2,2,D
24/11/18,Celje,Rudar Velenje,2,0,H
24/11/18,Maribor,Krško,3,0,H
25/11/18,Triglav Kranj,Domžale,1,4,A
25/11/18,Gorica,Aluminij,0,1,A
01/12/18,Aluminij,Olimpija Ljubljana,6,2,H
01/12/18,Domžale,Maribor,1,2,A
01/12/18,Krško,Gorica,1,0,H
02/12/18,Mura,Celje,0,1,A
02/12/18,Rudar Velenje,Triglav Kranj,3,1,H
07/12/18,Rudar Velenje,Maribor,1,3,A
08/12/18,Gorica,Olimpija Ljubljana,1,3,A
08/12/18,Domžale,Krško,2,1,H
09/12/18,Mura,Triglav Kranj,0,0,D
09/12/18,Aluminij,Celje,4,1,H
23/02/19,Celje,Gorica,4,3,H
23/02/19,Maribor,Mura,1,1,D
24/02/19,Triglav Kranj,Aluminij,3,0,H
24/02/19,Domžale,Rudar Velenje,6,2,H
24/02/19,Krško,Olimpija Ljubljana,1,4,A
02/03/19,Mura,Domžale,0,0,D
02/03/19,Olimpija Ljubljana,Celje,2,0,H
03/03/19,Aluminij,Maribor,0,1,A
03/03/19,Rudar Velenje,Krško,1,0,H
03/03/19,Gorica,Triglav Kranj,1,2,A
09/03/19,Triglav Kranj,Olimpija Ljubljana,2,1,H
09/03/19,Maribor,Gorica,2,1,H
10/03/19,Krško,Celje,1,1,D
10/03/19,Rudar Velenje,Mura,1,0,H
10/03/19,Domžale,Aluminij,3,0,H
16/03/19,Celje,Triglav Kranj,4,0,H
16/03/19,Mura,Krško,5,0,H
16/03/19,Olimpija Ljubljana,Maribor,0,0,D
17/03/19,Aluminij,Rudar Velenje,4,0,H
17/03/19,Gorica,Domžale,2,1,H
30/03/19,Domžale,Olimpija Ljubljana,1,3,A
30/03/19,Maribor,Celje,1,1,D
30/03/19,Rudar Velenje,Gorica,2,2,D
31/03/19,Krško,Triglav Kranj,1,3,A
31/03/19,Mura,Aluminij,3,0,H
06/04/19,Triglav Kranj,Maribor,1,2,A
06/04/19,Celje,Domžale,2,3,A
07/04/19,Gorica,Mura,0,1,A
07/04/19,Olimpija Ljubljana,Rudar Velenje,3,3,D
07/04/19,Aluminij,Krško,1,1,D
10/04/19,Rudar Velenje,Celje,0,3,A
10/04/19,Krško,Maribor,0,1,A
10/04/19,Domžale,Triglav Kranj,6,1,H
11/04/19,Aluminij,Gorica,3,1,H
11/04/19,Mura,Olimpija Ljubljana,0,0,D
13/04/19,Triglav Kranj,Rudar Velenje,0,4,A
13/04/19,Maribor,Domžale,1,0,H
14/04/19,Celje,Mura,0,2,A
14/04/19,Olimpija Ljubljana,Aluminij,2,0,H
14/04/19,Gorica,Krško,1,2,A
19/04/19,Olimpija Ljubljana,Gorica,3,1,H
19/04/19,Celje,Aluminij,1,0,H
20/04/19,Triglav Kranj,Mura,2,1,H
20/04/19,Maribor,Rudar Velenje,3,1,H
22/04/19,Krško,Domžale,1,2,A
27/04/19,Rudar Velenje,Domžale,1,2,A
27/04/19,Aluminij,Triglav Kranj,2,1,H
28/04/19,Gorica,Celje,4,0,H
28/04/19,Mura,Maribor,2,2,D
28/04/19,Olimpija Ljubljana,Krško,3,2,H
01/05/19,Domžale,Mura,1,1,D
01/05/19,Maribor,Aluminij,1,1,D
02/05/19,Triglav Kranj,Gorica,1,1,D
02/05/19,Celje,Olimpija Ljubljana,1,0,H
02/05/19,Krško,Rudar Velenje,1,2,A
04/05/19,Aluminij,Domžale,0,3,A
05/05/19,Mura,Rudar Velenje,3,3,D
05/05/19,Gorica,Maribor,1,3,A
05/05/19,Olimpija Ljubljana,Triglav Kranj,4,2,H
06/05/19,Celje,Krško,0,0,D
10/05/19,Domžale,Gorica,2,1,H
10/05/19,Rudar Velenje,Aluminij,3,0,H
11/05/19,Krško,Mura,0,3,A
11/05/19,Maribor,Olimpija Ljubljana,0,3,A
12/05/19,Triglav Kranj,Celje,0,3,A
14/05/19,Gorica,Rudar Velenje,1,2,A
15/05/19,Triglav Kranj,Krško,3,1,H
15/05/19,Olimpija Ljubljana,Domžale,1,4,A
15/05/19,Aluminij,Mura,0,1,A
15/05/19,Celje,Maribor,1,3,A
18/05/19,Rudar Velenje,Olimpija Ljubljana,1,2,A
18/05/19,Maribor,Triglav Kranj,3,3,D
18/05/19,Mura,Gorica,3,0,H
18/05/19,Domžale,Celje,1,1,D
19/05/19,Krško,Aluminij,1,3,A
22/05/19,Maribor,Krško,2,0,H
22/05/19,Triglav Kranj,Domžale,1,4,A
22/05/19,Celje,Rudar Velenje,0,2,A
22/05/19,Olimpija Ljubljana,Mura,1,0,H
22/05/19,Gorica,Aluminij,0,0,D
25/05/19,Domžale,Maribor,2,1,H
25/05/19,Krško,Gorica,3,2,H
25/05/19,Aluminij,Olimpija Ljubljana,1,0,H
25/05/19,Mura,Celje,1,1,D
25/05/19,Rudar Velenje,Triglav Kranj,2,2,D
