Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
17/07/09,Domžale,Labod Drava,2,2,D
18/07/09,Koper,Celje,1,0,H
18/07/09,Maribor,Gorica,0,1,A
18/07/09,Olimpija Ljubljana,Interblock,1,3,A
19/07/09,Rudar Velenje,Nafta,2,0,H
25/07/09,Interblock,Domžale,0,0,D
25/07/09,Nafta,Celje,2,2,D
26/07/09,Labod Drava,Koper,1,3,A
26/07/09,Rudar Velenje,Maribor,1,0,H
26/07/09,Gorica,Olimpija Ljubljana,1,2,A
31/07/09,Olimpija Ljubljana,Rudar Velenje,0,1,A
31/07/09,Domžale,Gorica,1,4,A
01/08/09,Maribor,Nafta,3,1,H
01/08/09,Koper,Interblock,2,1,H
01/08/09,Celje,Labod Drava,1,0,H
08/08/09,Nafta,Labod Drava,3,1,H
08/08/09,Gorica,Koper,1,2,A
08/08/09,Maribor,Olimpija Ljubljana,1,0,H
09/08/09,Interblock,Celje,1,2,A
09/08/09,Rudar Velenje,Domžale,4,1,H
14/08/09,Domžale,Maribor,1,3,A
15/08/09,Koper,Rudar Velenje,2,2,D
15/08/09,Celje,Gorica,2,0,H
16/08/09,Labod Drava,Interblock,1,1,D
16/08/09,Olimpija Ljubljana,Nafta,2,0,H
22/08/09,Nafta,Interblock,0,1,A
22/08/09,Gorica,Labod Drava,1,2,A
22/08/09,Rudar Velenje,Celje,2,0,H
23/08/09,Olimpija Ljubljana,Domžale,3,1,H
23/08/09,Maribor,Koper,1,2,A
28/08/09,Domžale,Nafta,2,1,H
29/08/09,Koper,Olimpija Ljubljana,2,1,H
29/08/09,Interblock,Gorica,3,1,H
29/08/09,Celje,Maribor,2,1,H
30/08/09,Labod Drava,Rudar Velenje,1,0,H
11/09/09,Domžale,Koper,1,1,D
12/09/09,Olimpija Ljubljana,Celje,4,2,H
12/09/09,Nafta,Gorica,2,1,H
12/09/09,Rudar Velenje,Interblock,2,1,H
12/09/09,Maribor,Labod Drava,2,2,D
